gen2 state,gen2 power,gen11 state,gen11 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,1.0,9.207991557758145,1.0,2.228047701314116,1.0,1.0877834591479723,1.0,2.624039042201744,1.0,5.725176100091778,1.0,1.90839203260057,1.0,1.3835842244655627,0.0,0.0,1.0,1.7748045923063105,1.0,5.24,0.0,0.0,1.0,1.0353026778825167,1.0,1.297706581545489,1.0,2.1469410388225825,0.0,0.0,1.0,1.5,1.0,1.116409339986789,1.0,0.8110666140174558,1.0,1.4456069660104338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0228955511581383,1.0,1.7748045923063105,1.0,2.862588043175678,1.0,2.700000000000001,0.0,0.0,1.0,0.5534336891442423,1.0,1.6459881307515731,1.0,1.1927450203753567,1.0,3.3399999999999994,1.0,1.1450352186443142,1.0,3.3206021348654553,1.0,1.0,1.0,1.0305316975218652,1.0,0.5582046693402947,1.0,0.49141094860103895,1.0,1.574423427052912,0.0,0.0,0.0,0.0,1.0,1.37,1.0,5.725176100091778,1.0,0.9780509168055975,1.0,1.0,0.0,0.0,1.0,1.3406454033577198
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.75,1.0,2.1600000000000006,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,2.0000000000000004,1.0,3.3527735149832263,0.0,0.0,1.0,1.5000000000000002,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.257534166552194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.5,1.0,2.7000000000000006,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.34,1.0,1.7881458714390583,1.0,5.185623028417818,1.0,1.0000000000000002,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.940729367924167,1.0,1.527374599895499,1.0,1.0,0.0,0.0,1.0,2.0936207935299582
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.749999999999999,1.0,2.16,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,2.0000000000000004,1.0,3.3527735149832263,0.0,0.0,1.0,1.5,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.257534166552194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.5,1.0,2.7000000000000006,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.34,1.0,1.7881458714390586,1.0,5.185623028417818,1.0,1.0,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.940729367924167,1.0,1.527374599895499,1.0,1.0,0.0,0.0,1.0,2.0936207935299582
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.75,1.0,2.16,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,1.9999999999999998,1.0,3.3527735149832263,0.0,0.0,1.0,1.4999999999999998,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.257534166552195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.5000000000000004,1.0,2.7,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.3399999999999994,1.0,1.7881458714390583,1.0,5.185623028417818,1.0,1.0,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.940729367924167,1.0,1.527374599895499,1.0,0.9999999999999999,0.0,0.0,1.0,2.0936207935299582
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.75,1.0,2.16,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,2.0000000000000004,1.0,3.3527735149832263,0.0,0.0,1.0,1.5,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.257534166552194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.5,1.0,2.7000000000000006,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.34,1.0,1.7881458714390583,1.0,5.185623028417818,1.0,1.0000000000000002,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.940729367924167,1.0,1.527374599895499,1.0,1.0,0.0,0.0,1.0,2.0936207935299582
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.75,1.0,2.16,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,2.0000000000000004,1.0,3.3527735149832263,0.0,0.0,1.0,1.4999999999999998,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.257534166552194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.34,1.0,1.7881458714390583,1.0,5.185623028417818,1.0,1.0,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.940729367924167,1.0,1.527374599895499,1.0,1.0,0.0,0.0,1.0,2.0936207935299582
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.75,1.0,2.16,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,2.0,1.0,3.3527735149832263,0.0,0.0,1.0,1.4999999999999998,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.2575341665521935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.34,1.0,1.7881458714390583,1.0,5.185623028417818,1.0,1.0,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.940729367924167,1.0,1.527374599895499,1.0,1.0,0.0,0.0,1.0,2.0936207935299582
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.75,1.0,2.16,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,2.0,1.0,3.3527735149832263,0.0,0.0,1.0,1.5,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.257534166552194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.4999999999999996,1.0,2.7,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.3399999999999994,1.0,1.7881458714390583,1.0,5.185623028417818,1.0,0.9999999999999998,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.940729367924167,1.0,1.527374599895499,1.0,1.0,0.0,0.0,1.0,2.0936207935299582
0.0,0.0,1.0,13.821565254199312,1.0,3.344389110265371,1.0,1.6328066732842297,1.0,3.938788021672368,1.0,5.75,1.0,2.1600000000000006,1.0,2.076815505659245,1.0,0.5,1.0,2.6640529948516494,1.0,5.239999999999999,0.0,0.0,1.0,1.5540309122182134,1.0,1.9479097135490662,1.0,3.2226447514499545,0.0,0.0,1.0,1.5,1.0,1.675775270452337,1.0,1.2174435717960281,1.0,2.1699141324476767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0364474910062778,1.0,2.6640529948516494,1.0,3.4999999999999996,1.0,2.7,0.0,0.0,1.0,0.8307262013000555,1.0,2.4706943109273825,1.0,1.7903581934596167,1.0,3.34,1.0,1.7187438643462374,1.0,4.9843572078003335,1.0,1.0,1.0,1.5468694790253588,1.0,0.8378876342458393,1.0,0.7376275760151654,1.0,2.36327281560302,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.593719332043648,1.0,1.4680937187836944,1.0,1.0,0.0,0.0,1.0,2.0123626101328123
0.0,0.0,1.0,14.379673061711811,1.0,3.479433849372021,1.0,1.6987385801094403,1.0,4.0978342878949405,1.0,5.749999999999999,1.0,2.16,1.0,2.1606762643471433,1.0,0.5,1.0,2.771626106052063,1.0,5.24,0.0,0.0,1.0,1.6167818936934297,1.0,2.0,1.0,3.3527735149832263,0.0,0.0,1.0,1.5000000000000002,1.0,1.7434422274774581,1.0,1.2666033268692694,1.0,2.257534166552194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1590577034290312,1.0,2.771626106052063,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8642705047363032,1.0,2.5704596963627506,1.0,1.8626519509058075,1.0,3.3399999999999994,1.0,1.7881458714390583,1.0,5.185623028417818,1.0,0.9999999999999998,1.0,1.6093312854538706,1.0,0.8717211127188147,1.0,0.7674126040955057,1.0,2.4587005754415348,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.940729367924167,1.0,1.527374599895499,1.0,0.9999999999999999,0.0,0.0,1.0,2.0936207935299582
