gen2 state,gen2 power,gen11 state,gen11 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen64 state,gen64 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,1.0,11.858125527668228,1.0,2.8692977353519593,1.0,1.4008562806109186,1.0,3.3792585665126733,1.0,5.75,1.0,2.16,1.0,1.781790883375729,1.0,0.49999999999999994,1.0,2.285607617104969,1.0,5.24,0.0,0.0,1.0,1.3332711087379567,1.0,1.6711969646716534,1.0,2.764847923585518,0.0,0.0,1.0,1.5,1.0,1.0444981036300416,1.0,1.861664268380033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6051011476855725,1.0,2.285607617104969,1.0,3.500000000000003,1.0,2.7,0.0,0.0,1.0,0.7127163525235407,1.0,2.1197167426873946,1.0,1.53602662267815,1.0,3.34,1.0,1.4745855565913555,1.0,4.276298115141245,1.0,0.9999999999999999,1.0,1.3271270018877521,1.0,2.027555142137915,0.0,0.0,0.0,0.0,1.0,1.37,1.0,7.372927791804294,1.0,1.259541830722037,1.0,1.0,0.0,0.0,1.0,1.726493924477249
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.239999999999999,0.0,0.0,1.0,1.7519034680203318,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3724589380941687,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.3399999999999994,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,0.9999999999999999,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,0.9999999999999999,0.0,0.0,1.0,2.268593892108552
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.24,0.0,0.0,1.0,1.7519034680203318,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3724589380941687,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.3399999999999994,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,0.9999999999999999,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,0.9999999999999999,0.0,0.0,1.0,2.268593892108552
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.75,1.0,2.16,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.24,0.0,0.0,1.0,1.7519034680203318,1.0,2.0,1.0,3.500000000000001,0.0,0.0,1.0,1.5,1.0,1.3724589380941687,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.5,1.0,2.7000000000000006,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.34,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,1.0,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,1.0,0.0,0.0,1.0,2.268593892108552
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.239999999999999,0.0,0.0,1.0,1.7519034680203318,1.0,2.0,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3724589380941692,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.3399999999999994,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,1.0,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,0.9999999999999999,0.0,0.0,1.0,2.268593892108552
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.239999999999999,0.0,0.0,1.0,1.7519034680203318,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3724589380941687,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.3399999999999994,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,1.0,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,0.9999999999999999,0.0,0.0,1.0,2.268593892108552
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.239999999999999,0.0,0.0,1.0,1.7519034680203318,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3724589380941687,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.3399999999999994,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,0.9999999999999999,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,0.9999999999999999,0.0,0.0,1.0,2.268593892108552
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.75,1.0,2.16,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.24,0.0,0.0,1.0,1.7519034680203318,1.0,2.0000000000000004,1.0,3.5,0.0,0.0,1.0,1.5,1.0,1.3724589380941687,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.34,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,1.0,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,1.0,0.0,0.0,1.0,2.268593892108552
0.0,0.0,1.0,15.305326871698554,1.0,3.703413294902239,1.0,1.8080904292162634,1.0,4.361621642795532,1.0,5.75,1.0,2.16,1.0,2.2997641426081747,1.0,0.5,1.0,2.950042281017613,1.0,5.24,0.0,0.0,1.0,1.7208579956598764,1.0,2.0,1.0,3.500000000000001,0.0,0.0,1.0,1.5,1.0,1.34813760030002,1.0,2.4028570187113587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.362413773250477,1.0,2.950042281017613,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.9199056559761796,1.0,2.7359263103215143,1.0,1.9825552941623426,1.0,3.34,1.0,1.9032530808732457,1.0,5.51943393585708,1.0,1.0000000000000002,1.0,1.7129277740192297,1.0,2.6169729885559887,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.516265415785753,1.0,1.6256953413756903,1.0,1.0000000000000002,0.0,0.0,1.0,2.228392151396126
0.0,0.0,1.0,15.58144558896717,1.0,3.770225440573876,1.0,1.8407096352094419,1.0,4.440308323799824,1.0,5.75,1.0,2.1600000000000006,1.0,2.341253483567729,1.0,0.5,1.0,3.0032630908278892,1.0,5.24,0.0,0.0,1.0,1.7519034680203318,1.0,2.0,1.0,3.5,0.0,0.0,1.0,1.5000000000000004,1.0,1.3724589380941687,1.0,2.446206226692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4230740509289,1.0,3.0032630908278892,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.9365013923407504,1.0,2.7852843194434467,1.0,2.0183219673818775,1.0,3.34,1.0,1.9375890871365313,1.0,5.619008354044505,1.0,1.0,1.0,1.7438301796784361,1.0,2.664184997210497,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.687945447308195,1.0,1.6550240134186422,1.0,1.0,0.0,0.0,1.0,2.268593892108552
