gen2 state,gen2 power,gen11 state,gen11 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,1.0,11.944241104488771,1.0,2.89013502780372,1.0,1.4110295197426859,1.0,3.4037992749072656,1.0,5.749999999999999,1.0,2.1600000000000006,1.0,1.7947305296408549,1.0,0.4999999999999999,1.0,2.3022060599088645,1.0,5.24,0.0,0.0,1.0,1.3429535336978906,1.0,1.683333460465836,1.0,2.784926685039434,0.0,0.0,1.0,1.5,1.0,1.4481618759598374,1.0,1.052083413506564,1.0,1.8751839677577853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6240198028714503,1.0,2.3022060599088645,1.0,3.500000000000002,1.0,2.7,0.0,0.0,1.0,0.7178922110235867,1.0,2.1351104598113,1.0,1.5471814901413927,1.0,3.34,1.0,1.4852942293475013,1.0,4.30735326614152,1.0,1.0,1.0,1.3367648073752232,1.0,0.7240809371327439,1.0,0.6374387742059785,1.0,2.042279567190868,0.0,0.0,0.0,0.0,1.0,1.37,1.0,7.4264711556492795,1.0,1.2686888220428119,1.0,1.0,0.0,0.0,1.0,1.7390319955101974
0.0,0.0,1.0,15.623988058974124,1.0,3.7805193957662393,1.0,1.845735377782574,1.0,4.452431825602547,1.0,5.75,1.0,2.1600000000000006,1.0,2.347645875437575,1.0,0.5,1.0,3.0114629866100238,1.0,5.24,0.0,0.0,1.0,1.756686740555462,1.0,1.9999999999999996,1.0,3.5000000000000027,0.0,0.0,1.0,1.5,1.0,1.8943073619767228,1.0,1.3762062022922346,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675917,1.0,3.0114629866100238,1.0,3.5,1.0,2.7000000000000006,0.0,0.0,1.0,0.9390583490857224,1.0,2.7928890615031072,1.0,2.0238326500249904,1.0,3.34,1.0,1.9428793424696869,1.0,5.634350094514335,1.0,0.9999999999999999,1.0,1.7485914094817043,1.0,0.9471536798801916,1.0,0.8338190521604999,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.71439672400571,1.0,1.659542773186446,1.0,0.9999999999999998,0.0,0.0,1.0,2.274787899401516
0.0,0.0,1.0,15.623988058974119,1.0,3.780519395766238,1.0,1.8457353777825731,1.0,4.452431825602544,1.0,5.75,1.0,2.16,1.0,2.347645875437574,1.0,0.5000000000000001,1.0,3.0114629866100224,1.0,5.239999999999999,0.0,0.0,1.0,1.7566867405554614,1.0,1.9999999999999996,1.0,3.5000000000000027,0.0,0.0,1.0,1.4999999999999998,1.0,1.8943073619767228,1.0,1.376206202292234,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675916,1.0,3.0114629866100224,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.939058349085722,1.0,2.7928890615031063,1.0,2.02383265002499,1.0,3.34,1.0,1.942879342469686,1.0,5.6343500945143346,1.0,1.0,1.0,1.7485914094817037,1.0,0.9471536798801913,1.0,0.8338190521604997,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.714396724005706,1.0,1.6595427731864454,1.0,0.9999999999999998,0.0,0.0,1.0,2.274787899401515
0.0,0.0,1.0,15.623988058974119,1.0,3.780519395766238,1.0,1.8457353777825731,1.0,4.452431825602544,1.0,5.75,1.0,2.1599999999999997,1.0,2.347645875437574,1.0,0.4999999999999999,1.0,3.0114629866100224,1.0,5.239999999999999,0.0,0.0,1.0,1.7566867405554614,1.0,2.0,1.0,3.5000000000000027,0.0,0.0,1.0,1.5,1.0,1.8943073619767228,1.0,1.376206202292234,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675916,1.0,3.0114629866100224,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.939058349085722,1.0,2.7928890615031063,1.0,2.02383265002499,1.0,3.34,1.0,1.942879342469686,1.0,5.6343500945143346,1.0,1.0,1.0,1.7485914094817037,1.0,0.9471536798801913,1.0,0.8338190521604997,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.714396724005706,1.0,1.6595427731864454,1.0,1.0,0.0,0.0,1.0,2.274787899401515
0.0,0.0,1.0,15.623988058974119,1.0,3.780519395766238,1.0,1.8457353777825731,1.0,4.452431825602544,1.0,5.75,1.0,2.1599999999999997,1.0,2.347645875437574,1.0,0.5,1.0,3.0114629866100224,1.0,5.24,0.0,0.0,1.0,1.7566867405554614,1.0,2.0,1.0,3.5000000000000018,0.0,0.0,1.0,1.4999999999999998,1.0,1.8943073619767228,1.0,1.376206202292234,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675916,1.0,3.0114629866100224,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.939058349085722,1.0,2.7928890615031063,1.0,2.02383265002499,1.0,3.3399999999999994,1.0,1.942879342469686,1.0,5.634350094514333,1.0,0.9999999999999999,1.0,1.7485914094817037,1.0,0.9471536798801913,1.0,0.8338190521604997,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.714396724005706,1.0,1.6595427731864454,1.0,0.9999999999999998,0.0,0.0,1.0,2.274787899401515
0.0,0.0,1.0,15.623988058974119,1.0,3.780519395766238,1.0,1.8457353777825731,1.0,4.452431825602544,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.347645875437574,1.0,0.5,1.0,3.0114629866100224,1.0,5.240000000000001,0.0,0.0,1.0,1.7566867405554614,1.0,2.0,1.0,3.5000000000000027,0.0,0.0,1.0,1.4999999999999998,1.0,1.8943073619767228,1.0,1.376206202292234,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675916,1.0,3.0114629866100224,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.939058349085722,1.0,2.7928890615031063,1.0,2.02383265002499,1.0,3.3400000000000003,1.0,1.942879342469686,1.0,5.634350094514333,1.0,0.9999999999999999,1.0,1.7485914094817037,1.0,0.9471536798801913,1.0,0.8338190521604997,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.714396724005706,1.0,1.6595427731864454,1.0,0.9999999999999998,0.0,0.0,1.0,2.274787899401515
0.0,0.0,1.0,15.623988058974119,1.0,3.780519395766238,1.0,1.8457353777825731,1.0,4.452431825602544,1.0,5.750000000000001,1.0,2.1599999999999997,1.0,2.347645875437574,1.0,0.5,1.0,3.0114629866100224,1.0,5.24,0.0,0.0,1.0,1.7566867405554614,1.0,2.0,1.0,3.5000000000000027,0.0,0.0,1.0,1.4999999999999998,1.0,1.8943073619767228,1.0,1.376206202292234,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675916,1.0,3.0114629866100224,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.939058349085722,1.0,2.7928890615031063,1.0,2.02383265002499,1.0,3.34,1.0,1.942879342469686,1.0,5.634350094514332,1.0,0.9999999999999999,1.0,1.7485914094817037,1.0,0.9471536798801913,1.0,0.8338190521604997,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.714396724005706,1.0,1.6595427731864454,1.0,0.9999999999999998,0.0,0.0,1.0,2.274787899401515
0.0,0.0,1.0,15.623988058974119,1.0,3.780519395766238,1.0,1.8457353777825731,1.0,4.452431825602544,1.0,5.75,1.0,2.16,1.0,2.347645875437574,1.0,0.5,1.0,3.0114629866100224,1.0,5.24,0.0,0.0,1.0,1.7566867405554614,1.0,2.0,1.0,3.5000000000000027,0.0,0.0,1.0,1.5,1.0,1.8943073619767228,1.0,1.3762062022922334,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675916,1.0,3.0114629866100224,1.0,3.5,1.0,2.7000000000000006,0.0,0.0,1.0,0.939058349085722,1.0,2.7928890615031063,1.0,2.02383265002499,1.0,3.34,1.0,1.942879342469686,1.0,5.634350094514332,1.0,1.0,1.0,1.7485914094817037,1.0,0.9471536798801913,1.0,0.8338190521604997,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.714396724005706,1.0,1.6595427731864454,1.0,1.0,0.0,0.0,1.0,2.274787899401515
0.0,0.0,1.0,15.441165056384852,1.0,3.7362819126939226,1.0,1.8241376344613591,1.0,4.4003320062665265,1.0,5.75,1.0,2.1600000000000006,1.0,2.3201750615619026,1.0,0.5,1.0,2.97622456327532,1.0,5.239999999999999,0.0,0.0,1.0,1.736130993629335,1.0,2.0,1.0,3.5000000000000004,0.0,0.0,1.0,1.5,1.0,1.872141256982511,1.0,1.360102621750868,1.0,2.4241829099006584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.39225594434237,1.0,2.97622456327532,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.9280700235482,1.0,2.7602082656528166,1.0,2.0001509139394824,1.0,3.34,1.0,1.920144875845786,1.0,5.5684201412892005,1.0,1.0000000000000002,1.0,1.7281303895054614,1.0,0.9360706273960527,1.0,0.8240621768891726,1.0,2.640199206664134,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,1.0,9.600724390749798,1.0,1.6401237495943868,1.0,1.0000000000000002,0.0,0.0,1.0,2.2481696280323544
0.0,0.0,1.0,15.623988058974119,1.0,3.780519395766238,1.0,1.8457353777825731,1.0,4.452431825602544,1.0,5.75,1.0,2.16,1.0,2.347645875437574,1.0,0.5,1.0,3.0114629866100224,1.0,5.24,0.0,0.0,1.0,1.7566867405554614,1.0,2.0,1.0,3.5000000000000004,0.0,0.0,1.0,1.5,1.0,1.8943073619767228,1.0,1.376206202292234,1.0,2.452885174062413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.432420168675916,1.0,3.0114629866100224,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.939058349085722,1.0,2.7928890615031063,1.0,2.02383265002499,1.0,3.3399999999999994,1.0,1.942879342469686,1.0,5.6343500945143346,1.0,1.0000000000000002,1.0,1.7485914094817037,1.0,0.9471536798801913,1.0,0.8338190521604997,1.0,2.671459098300131,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.714396724005706,1.0,1.6595427731864454,1.0,1.0,0.0,0.0,1.0,2.274787899401515
