UpperBound,LowerBound,Gap,Time,TotalSolves
6.778709141394307e7,1.11877617814291e7,0.834957341463276,76.78286910057068,572
6.719542007410495e7,1.162440805018074e7,0.8270059471707889,126.74222993850708,858
5.294898283896917e7,4.3130534684834324e7,0.18543223358973965,185.3775279521942,1144
5.294898283896917e7,4.39786663568202e7,0.1694143305723152,235.92225098609924,1430
5.294898283896917e7,4.4314743085180566e7,0.16306715050688403,304.5850250720978,1716
5.294898283896917e7,4.462488446840604e7,0.1572097880686161,385.33597207069397,2002
5.294898283896917e7,4.463858667355589e7,0.1569510067962445,458.5322411060333,2288
5.294898283896917e7,4.509669231549634e7,0.14829917597007614,522.6382040977478,2574
5.294898283896917e7,4.539281983891069e7,0.14270648074654468,602.198979139328,2860
5.294898283896917e7,4.540878624115443e7,0.1424049376122356,676.8124721050262,3146
5.294898283896917e7,4.540878624115443e7,0.1424049376122356,761.0970239639282,3432
5.294898283896917e7,4.544336347699289e7,0.14175190833793178,832.4592370986938,3718
5.294898283896917e7,4.544765052508238e7,0.14167094270158467,927.4398350715637,4004
5.294898283896917e7,4.545462613796355e7,0.14153920055079808,1023.1408751010895,4290
5.294898283896917e7,4.545553046351151e7,0.14152212136439116,1098.3111050128937,4576
5.294898283896917e7,4.545644307297863e7,0.141504885727025,1178.5694301128387,4862
5.294898283896917e7,4.5456723248616226e7,0.14149959430077708,1276.027764081955,5148
