min,mean,max,price
192.59712282068966,215.40097637097327,238.2048299212569,0.5
191.59644858638282,201.84808270166428,212.09971681694572,0.5
180.40911133456476,185.83100893126482,191.2529065279649,0.5
165.71686977668753,168.84132326994532,171.96577676320314,0.5
149.49409633359693,159.94504678291247,170.395997232228,0.5
162.6285770499434,183.8144045070129,205.00023196408242,0.5
169.88028816240382,188.76407215775455,207.6478561531053,0.5
72.85012437490231,118.21422618589804,163.57832799689376,0.5
143.19359404889565,171.88650737456203,200.5794207002284,0.5
83.89095200579848,123.9938413149139,164.09673062402928,0.5
100.93175385722019,121.13680086610165,141.34184787498313,0.5
123.91831089825398,137.6985980553797,151.47888521250547,0.5
119.2005130251169,137.51149464850292,155.82247627188892,0.5
80.38410122097233,104.35591411000394,128.32772699903555,0.5
94.32374697028418,106.10824976296995,117.89275255565573,0.5
81.74998083740019,106.1982398273936,130.64649881738703,0.5
79.2442232150344,102.07728477166489,124.9103463282954,0.5
80.66963621161781,94.50096055394509,108.33228489627236,0.5
69.79769935069892,76.98050551723252,84.16331168376612,0.5
54.97828551858019,67.14115075184083,79.30401598510147,0.5
26.771260777355625,45.79071354178582,64.810166306216,0.5
10.916907468069638,24.75479536187339,38.592683255677144,0.5
18.499954456276665,28.32503027911404,38.150106101951415,0.5
27.842582921589415,33.08548818770599,38.32839345382258,0.5
22.05401681882785,25.86001591161723,29.666015004406606,0.5
20.812795211215764,25.16282217600421,29.51284914079265,0.5
21.120907784553662,24.831848300770677,28.542788816987695,0.5
16.73006606773441,21.982087166359758,27.234108264985114,0.5
8.07724756922947,13.471322235348833,18.86539690146819,0.5
2.2100783386237834,8.106167393907011,14.002256449190236,0.5
4.210610585136316,9.24104700345732,14.271483421778322,0.5
11.370577207803258,16.471123453377817,21.571669698952373,0.5
18.56538402624752,22.30165901311397,26.037933999980414,0.5
25.52663128895019,28.995914232593027,32.46519717623587,0.5
18.52274439740928,22.463267815201007,26.403791232992727,0.5
15.051342493380792,19.654910100106317,24.258477706831847,0.5
19.07495397320015,22.967777260774888,26.860600548349627,0.5
20.539302494433407,23.10896512725679,25.678627760080172,0.5
25.201989385161436,29.15084447772275,33.09969957028406,0.5
18.219768173830797,22.374499205043445,26.52923023625609,0.5
20.140471206477702,30.044027219265168,39.94758323205264,0.5
17.38514388790631,24.10319820528802,30.821252522669734,0.5
8.96964535979139,13.223898708673522,17.478152057555654,0.5
5.507875320771131,8.259650145819762,11.011424970868394,0.5
9.8012175781533,13.092768100270131,16.38431862238696,0.5
6.683529820041204,11.037215604612365,15.39090138918353,0.5
9.037080297990924,11.819306542893928,14.601532787796934,0.5
5.046421565879221,7.962857038082953,10.879292510286684,0.5
3.3412554817388096,5.56568638345031,7.790117285161812,0.5
2.9550863412386454,6.669807151505446,10.384527961772246,0.5
7.485270296732924,10.682060088915046,13.878849881097167,0.5
8.233107698267734,11.658543877779428,15.08398005729112,0.5
4.365056239143857,9.18670087110025,14.008345503056645,0.5
4.049589055390819,7.195605884283418,10.341622713176017,0.5
4.1514371933695084,6.864102533044795,9.576767872720081,0.5
6.626341609478852,9.099311884625822,11.572282159772792,0.5
5.355133361448929,8.273423080703632,11.191712799958335,0.5
12.456643278142433,15.70754625382496,18.958449229507487,0.5
25.46914621266079,29.6997621117107,33.93037801076062,0.5
6.121379688415194,21.93323153989241,37.74508339136963,0.5
26.300452010284452,33.89289313101094,41.485334251737434,0.5
-0.24350223785042713,16.25484269893113,32.753187635712685,0.5
4.909435567350639,17.182530662049988,29.455625756749342,0.5
-2.746213233128259,6.908388906678458,16.562991046485177,0.5
12.842440169838632,21.78429342518088,30.726146680523133,0.5
15.553027745439048,20.3115502593604,25.070072773281744,0.5
16.74587348473812,20.11763693960056,23.489400394462994,0.5
11.912083690682596,14.447464061749779,16.982844432816957,0.5
3.8455347044975405,8.72327755508631,13.601020405675081,0.5
7.487049780789518,10.430329671070426,13.373609561351333,0.5
7.876366433195632,11.749681388988789,15.622996344781944,0.5
8.81943043514543,12.984454747587044,17.14947906002866,0.5
4.655098266384648,15.532474138288464,26.40985001019228,0.5
8.098228250734984,21.43481404254839,34.771399834361794,0.5
-8.558564336346434,29.16152786632642,66.88162006899927,0.5
-11.029313992395801,39.582003513548635,90.19332101949307,0.5
6.007604470690866,74.08553089678716,142.1634573228835,0.5
17.671485285742634,93.06218351806338,168.4528817503841,0.5
79.72970042646254,130.08591300020754,180.44212557395255,0.5
53.601906560045315,101.42489931313813,149.24789206623095,0.5
115.9457122898883,147.17247817191705,178.3992440539458,0.5
119.62016374409572,138.5103983198159,157.40063289553603,0.5
141.1067507660485,220.6075553830243,300.1083600000001,0.5
191.32369441596379,230.84421850977472,270.3647426035856,0.5
65.21872120431014,147.4920114081337,229.76530161195726,0.5
181.36057134895935,226.5603694046455,271.7601674603316,0.5
129.85636876431036,175.4558983594606,221.05542795461085,0.5
111.01567316343339,132.6856419651804,154.35561076692736,0.5
133.9024036671432,177.3981920916657,220.89398051618818,0.5
173.7494285870808,201.48612338878104,229.2228181904813,0.5
175.88870051648826,198.73016957982378,221.5716386431593,0.5
99.11347283201731,140.11407162067619,181.11467040933508,0.5
141.5086178465766,183.5619554570316,225.61529306748656,0.5
164.09127130509916,185.48765846964662,206.88404563419405,0.5
176.5046017304954,186.77270860457847,197.0408154786615,0.5
150.1828975276796,166.7678126324202,183.35272773716082,0.5
