gen2 state,gen2 power,gen11 state,gen11 power,gen39 state,gen39 power,gen46 state,gen46 power,gen25 state,gen25 power,gen55 state,gen55 power,gen42 state,gen42 power,gen29 state,gen29 power,gen58 state,gen58 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen52 state,gen52 power,gen18 state,gen18 power,gen33 state,gen33 power,gen26 state,gen26 power,gen35 state,gen35 power,gen65 state,gen65 power,gen17 state,gen17 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen45 state,gen45 power,gen13 state,gen13 power,gen1 state,gen1 power,gen30 state,gen30 power,gen54 state,gen54 power,gen47 state,gen47 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen9 state,gen9 power,gen60 state,gen60 power,gen34 state,gen34 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen27 state,gen27 power,gen56 state,gen56 power,gen41 state,gen41 power,gen15 state,gen15 power
0.0,0.0,1.0,12.289487911444484,1.0,1.9102830968579547,1.0,2.9736740221434386,1.0,1.4518151529151735,1.0,0.23560158194581432,1.0,3.5021856705685432,1.0,5.749999999999999,1.0,1.050655702326284,1.0,2.1600000000000006,1.0,1.8466069928907123,0.0,0.0,1.0,2.3687510403881125,1.0,5.24,0.0,0.0,1.0,1.1780079075497571,1.0,1.3817714389413513,1.0,1.7319900052545327,1.0,0.5348792667992996,1.0,2.86542464528693,0.0,0.0,1.0,0.5348792667992996,1.0,1.5,1.0,1.490020815281001,1.0,1.0824937540201787,1.0,1.9293859276528884,0.0,0.0,1.0,0.5670000000000002,0.0,0.0,0.0,0.0,1.0,3.024614897309196,1.0,3.183805158246118,1.0,3.9670212187645784,1.0,2.6998667696569316,1.0,2.3687510403881125,1.0,3.500000000000002,1.0,2.7,1.0,0.4329975001358799,1.0,2.547044126596894,1.0,0.6367610316492235,0.0,0.0,1.0,0.7386427962994591,1.0,2.1968255627047424,1.0,1.5919025791230588,1.0,3.34,1.0,1.5282264747355545,1.0,4.431856777796756,1.0,1.0,1.0,1.3754038282522911,1.0,0.7450104067688379,1.0,0.6558638628741632,1.0,2.101311404652569,0.0,0.0,0.0,0.0,1.0,1.37,1.0,7.641132382847136,1.0,1.3053601150114444,1.0,1.0,1.0,1.3,0.0,0.0,1.0,1.5919025791230588,1.0,1.7892984995426795
0.0,0.0,1.0,15.720476752335653,1.0,2.4435974249642674,1.0,3.803866659944152,1.0,1.8571340420814177,1.0,0.3013770157455929,1.0,4.4799286034746295,1.0,5.749999999999999,1.0,1.3439785825207649,1.0,2.1599999999999997,1.0,2.362144176520598,0.0,0.0,1.0,3.030060807319296,1.0,5.24,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,1.9999999999999996,1.0,0.6842072785794702,1.0,3.4999999999999996,0.0,0.0,1.0,0.6842072785794702,1.0,1.5,1.0,1.9060059911290468,1.0,1.3847052063719865,1.0,2.468033398991785,0.0,0.0,1.0,0.6842072785794702,0.0,0.0,0.0,0.0,1.0,3.869029248455361,1.0,4.07266237086778,1.0,5.074537303343235,1.0,3.4536176846938,1.0,3.030060807319296,1.0,3.5,1.0,2.6999999999999997,1.0,0.5538820806655954,1.0,3.258129896694224,1.0,0.814532474173556,0.0,0.0,1.0,0.9448576695122045,1.0,2.8101370403949866,1.0,2.03633118543389,1.0,3.34,1.0,1.9548779364526325,1.0,5.669146017073226,1.0,0.9999999999999999,1.0,1.75939014407413,1.0,0.9530029944495096,1.0,0.8389684487511295,1.0,2.6879571650415293,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.774389693992427,1.0,1.669791572222769,1.0,0.9999999999999998,1.0,1.6290649483471125,0.0,0.0,1.0,2.03633118543389,1.0,2.288836253205896
0.0,0.0,1.0,15.720476752335648,1.0,2.4435974249642665,1.0,3.8038666599441506,1.0,1.8571340420814177,1.0,0.3013770157455928,1.0,4.479928603474629,1.0,5.749999999999999,1.0,1.3439785825207646,1.0,2.1599999999999997,1.0,2.362144176520597,0.0,0.0,1.0,3.030060807319296,1.0,5.239999999999999,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,1.9999999999999996,1.0,0.68420727857947,1.0,3.4999999999999996,0.0,0.0,1.0,0.68420727857947,1.0,1.4999999999999998,1.0,1.906005991129046,1.0,1.384705206371986,1.0,2.468033398991784,0.0,0.0,1.0,0.68420727857947,0.0,0.0,0.0,0.0,1.0,3.8690292484553597,1.0,4.07266237086778,1.0,5.074537303343233,1.0,3.4536176846937985,1.0,3.030060807319296,1.0,3.5,1.0,2.6999999999999997,1.0,0.5538820806655952,1.0,3.2581298966942227,1.0,0.8145324741735557,0.0,0.0,1.0,0.9448576695122043,1.0,2.8101370403949857,1.0,2.03633118543389,1.0,3.34,1.0,1.9548779364526316,1.0,5.669146017073229,1.0,1.0,1.0,1.75939014407413,1.0,0.9530029944495094,1.0,0.8389684487511292,1.0,2.6879571650415284,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.774389693992427,1.0,1.669791572222768,1.0,0.9999999999999998,1.0,1.6290649483471116,0.0,0.0,1.0,2.03633118543389,1.0,2.2888362532058952
0.0,0.0,1.0,15.720476752335648,1.0,2.4435974249642665,1.0,3.8038666599441506,1.0,1.8571340420814177,1.0,0.3013770157455928,1.0,4.479928603474629,1.0,5.75,1.0,1.3439785825207646,1.0,2.1599999999999997,1.0,2.362144176520597,0.0,0.0,1.0,3.030060807319296,1.0,5.239999999999999,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,2.0,1.0,0.68420727857947,1.0,3.5000000000000004,0.0,0.0,1.0,0.68420727857947,1.0,1.5,1.0,1.906005991129046,1.0,1.384705206371986,1.0,2.468033398991784,0.0,0.0,1.0,0.68420727857947,0.0,0.0,0.0,0.0,1.0,3.8690292484553597,1.0,4.072662370867779,1.0,5.074537303343233,1.0,3.4536176846937985,1.0,3.030060807319296,1.0,3.5,1.0,2.7,1.0,0.5538820806655952,1.0,3.2581298966942227,1.0,0.8145324741735557,0.0,0.0,1.0,0.9448576695122043,1.0,2.8101370403949857,1.0,2.03633118543389,1.0,3.34,1.0,1.9548779364526316,1.0,5.669146017073229,1.0,1.0,1.0,1.75939014407413,1.0,0.9530029944495094,1.0,0.8389684487511292,1.0,2.6879571650415284,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.774389693992427,1.0,1.669791572222768,1.0,1.0,1.0,1.6290649483471116,0.0,0.0,1.0,2.03633118543389,1.0,2.2888362532058952
0.0,0.0,1.0,15.720476752335648,1.0,2.4435974249642665,1.0,3.8038666599441506,1.0,1.8571340420814177,1.0,0.3013770157455928,1.0,4.479928603474629,1.0,5.749999999999999,1.0,1.3439785825207646,1.0,2.1599999999999997,1.0,2.362144176520597,1.0,0.5,1.0,3.030060807319296,1.0,5.24,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,2.0,1.0,0.68420727857947,1.0,3.4999999999999996,0.0,0.0,1.0,0.68420727857947,1.0,1.4999999999999998,1.0,1.906005991129046,1.0,1.384705206371986,1.0,2.468033398991784,0.0,0.0,1.0,0.68420727857947,0.0,0.0,0.0,0.0,1.0,3.8690292484553597,1.0,4.072662370867779,1.0,5.074537303343233,1.0,3.4536176846937985,1.0,3.030060807319296,1.0,3.5,1.0,2.7,1.0,0.5538820806655952,1.0,3.2581298966942227,1.0,0.8145324741735557,0.0,0.0,1.0,0.9448576695122043,1.0,2.8101370403949857,1.0,2.03633118543389,1.0,3.3400000000000003,1.0,1.9548779364526316,1.0,5.669146017073228,1.0,0.9999999999999999,1.0,1.75939014407413,1.0,0.9530029944495094,1.0,0.8389684487511292,1.0,2.6879571650415284,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.774389693992427,1.0,1.669791572222768,1.0,0.9999999999999998,1.0,1.6290649483471116,0.0,0.0,1.0,2.03633118543389,1.0,2.2888362532058952
0.0,0.0,1.0,15.720476752335648,1.0,2.4435974249642665,1.0,3.8038666599441506,1.0,1.8571340420814177,1.0,0.3013770157455928,1.0,4.479928603474629,1.0,5.749999999999999,1.0,1.3439785825207646,1.0,2.1599999999999997,1.0,2.362144176520597,1.0,0.5,1.0,3.030060807319296,1.0,5.24,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,2.0,1.0,0.68420727857947,1.0,3.499999999999999,0.0,0.0,1.0,0.68420727857947,1.0,1.4999999999999998,1.0,1.906005991129046,1.0,1.384705206371986,1.0,2.468033398991784,0.0,0.0,1.0,0.68420727857947,0.0,0.0,0.0,0.0,1.0,3.8690292484553597,1.0,4.072662370867779,1.0,5.074537303343233,1.0,3.4536176846937985,1.0,3.030060807319296,1.0,3.4999999999999996,1.0,2.6999999999999997,1.0,0.5538820806655952,1.0,3.2581298966942227,1.0,0.8145324741735557,0.0,0.0,1.0,0.9448576695122043,1.0,2.8101370403949857,1.0,2.03633118543389,1.0,3.34,1.0,1.9548779364526316,1.0,5.669146017073228,1.0,0.9999999999999999,1.0,1.75939014407413,1.0,0.9530029944495094,1.0,0.8389684487511292,1.0,2.6879571650415284,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.774389693992427,1.0,1.669791572222768,1.0,0.9999999999999998,1.0,1.6290649483471116,0.0,0.0,1.0,2.03633118543389,1.0,2.2888362532058952
0.0,0.0,1.0,15.720476752335648,1.0,2.4435974249642665,1.0,3.8038666599441506,1.0,1.8571340420814177,1.0,0.3013770157455928,1.0,4.479928603474629,1.0,5.749999999999999,1.0,1.3439785825207646,1.0,2.1599999999999997,1.0,2.362144176520597,1.0,0.5,1.0,3.030060807319296,1.0,5.239999999999999,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,2.0,1.0,0.68420727857947,1.0,3.4999999999999996,0.0,0.0,1.0,0.68420727857947,1.0,1.4999999999999998,1.0,1.906005991129046,1.0,1.384705206371986,1.0,2.468033398991784,0.0,0.0,1.0,0.68420727857947,0.0,0.0,0.0,0.0,1.0,3.8690292484553597,1.0,4.072662370867779,1.0,5.074537303343233,1.0,3.4536176846937985,1.0,3.030060807319296,1.0,3.4999999999999996,1.0,2.6999999999999997,1.0,0.5538820806655952,1.0,3.2581298966942227,1.0,0.8145324741735557,0.0,0.0,1.0,0.9448576695122043,1.0,2.8101370403949857,1.0,2.03633118543389,1.0,3.34,1.0,1.9548779364526316,1.0,5.669146017073226,1.0,0.9999999999999999,1.0,1.75939014407413,1.0,0.9530029944495094,1.0,0.8389684487511292,1.0,2.6879571650415284,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.774389693992427,1.0,1.669791572222768,1.0,0.9999999999999998,1.0,1.6290649483471116,0.0,0.0,1.0,2.03633118543389,1.0,2.2888362532058952
0.0,0.0,1.0,15.720476752335648,1.0,2.4435974249642665,1.0,3.8038666599441506,1.0,1.8571340420814177,1.0,0.3013770157455928,1.0,4.479928603474629,1.0,5.749999999999999,1.0,1.3439785825207646,1.0,2.16,1.0,2.362144176520597,1.0,0.5,1.0,3.030060807319296,1.0,5.24,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,2.0,1.0,0.68420727857947,1.0,3.4999999999999996,0.0,0.0,1.0,0.68420727857947,1.0,1.5,1.0,1.906005991129046,1.0,1.3847052063719858,1.0,2.468033398991784,0.0,0.0,1.0,0.68420727857947,0.0,0.0,0.0,0.0,1.0,3.8690292484553597,1.0,4.072662370867779,1.0,5.074537303343233,1.0,3.4536176846937985,1.0,3.030060807319296,1.0,3.5,1.0,2.7000000000000006,1.0,0.5538820806655952,1.0,3.2581298966942227,1.0,0.8145324741735557,0.0,0.0,1.0,0.9448576695122043,1.0,2.8101370403949857,1.0,2.03633118543389,1.0,3.34,1.0,1.9548779364526316,1.0,5.669146017073226,1.0,1.0,1.0,1.75939014407413,1.0,0.9530029944495094,1.0,0.8389684487511292,1.0,2.6879571650415284,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.774389693992427,1.0,1.669791572222768,1.0,1.0,1.0,1.6290649483471116,0.0,0.0,1.0,2.03633118543389,1.0,2.2888362532058952
0.0,0.0,1.0,15.679782366564979,1.0,2.437271872765925,1.0,3.7940198836842023,1.0,1.852326622412985,1.0,0.3005968643077973,1.0,4.468331757800862,1.0,5.75,1.0,1.3404995288148078,1.0,2.1600000000000006,1.0,2.3560294760646463,1.0,0.5,1.0,3.022217122592411,1.0,5.24,0.0,0.0,1.0,1.5029843187584646,1.0,1.7629599865393535,1.0,2.0,1.0,0.6824361239649969,1.0,3.5000000000000004,0.0,0.0,1.0,0.6824361239649969,1.0,1.5,1.0,1.9010720604152274,1.0,1.3811207267957932,1.0,2.4616445912720346,0.0,0.0,1.0,0.6824361239649969,0.0,0.0,0.0,0.0,1.0,3.859013790828016,1.0,4.062119783881086,1.0,5.061401239985662,1.0,3.444677570944102,1.0,3.022217122592411,1.0,3.5,1.0,2.6999999999999997,1.0,0.552448288839993,1.0,3.2496958271048686,1.0,0.8124239567762171,0.0,0.0,1.0,0.9424117893326608,1.0,2.802862655362529,1.0,2.0310598919405436,1.0,3.3400000000000003,1.0,1.9498174947030666,1.0,5.654470735995966,1.0,1.0000000000000002,1.0,1.7548357464962425,1.0,0.9505360290954864,1.0,0.8367966758309583,1.0,2.6809990576296157,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,1.0,9.749087485214238,1.0,1.665469111557792,1.0,1.0000000000000002,1.0,1.6248479135524345,0.0,0.0,1.0,2.0310598919405436,1.0,2.2829113193173587
0.0,0.0,1.0,15.720476752335648,1.0,2.4435974249642665,1.0,3.8038666599441506,1.0,1.8571340420814177,1.0,0.3013770157455928,1.0,4.479928603474629,1.0,5.75,1.0,1.3439785825207646,1.0,2.16,1.0,2.362144176520597,1.0,0.5,1.0,3.030060807319296,1.0,5.24,0.0,0.0,1.0,1.5068850759402261,1.0,1.7675354692924483,1.0,2.0,1.0,0.68420727857947,1.0,3.5000000000000004,0.0,0.0,1.0,0.68420727857947,1.0,1.5,1.0,1.906005991129046,1.0,1.384705206371986,1.0,2.468033398991784,0.0,0.0,1.0,0.68420727857947,0.0,0.0,0.0,0.0,1.0,3.8690292484553597,1.0,4.072662370867779,1.0,5.074537303343233,1.0,3.4536176846937985,1.0,3.030060807319296,1.0,3.5,1.0,2.7,1.0,0.5538820806655952,1.0,3.2581298966942227,1.0,0.8145324741735557,0.0,0.0,1.0,0.9448576695122043,1.0,2.8101370403949857,1.0,2.03633118543389,1.0,3.34,1.0,1.9548779364526316,1.0,5.669146017073229,1.0,1.0000000000000002,1.0,1.75939014407413,1.0,0.9530029944495094,1.0,0.8389684487511292,1.0,2.6879571650415284,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.774389693992427,1.0,1.669791572222768,1.0,1.0,1.0,1.6290649483471116,0.0,0.0,1.0,2.03633118543389,1.0,2.2888362532058952
