gen55 state,gen55 power,gen55 upperbound,gen55 lowerbound,gen58 state,gen58 power,gen58 upperbound,gen58 lowerbound,gen52 state,gen52 power,gen52 upperbound,gen52 lowerbound,gen26 state,gen26 power,gen26 upperbound,gen26 lowerbound,gen45 state,gen45 power,gen45 upperbound,gen45 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen9 state,gen9 power,gen9 upperbound,gen9 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen34 state,gen34 power,gen34 upperbound,gen34 lowerbound,gen27 state,gen27 power,gen27 upperbound,gen27 lowerbound,gen41 state,gen41 power,gen41 upperbound,gen41 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1.0,0.24632867555645316,0.34765735219486615,0.145,1.0,0.9314233085260769,1.3628466216587733,0.5,1.0,1.0945422168416468,1.5890844389638792,0.6000000000000001,1.0,0.5298954535614507,0.7597909095776619,0.30000000000000004,1.0,0.6808473617289686,0.7946947246735683,0.5670000000000001,1.0,3.2810529743004997,4.4891059615002575,2.073,1.0,3.574389929836501,4.749774872223438,2.3990050000000003,1.0,0.30697049726017267,0.44594099600423415,0.168,1.0,2.481086016576938,3.5701720447828373,1.3920000000000001,1.0,0.7515913053869253,0.9531826129263871,0.55,1.0,1.598820973219461,1.89764194962965,1.3,1.0,1.21095932408736,1.7719186541644898,0.65,3.9983416666666667,4.434509861782258,3.5621734762083594,3.9983416666666667,4.434509861782258,3.5621734762083594,3.9983416666666667,4.434509861782258,3.5621734762083594,3.9983416666666667,4.434509861782258,3.5621734762083594,3.9983416666666667,4.434509861782258,3.5621734762083594,3.9983416666666667,4.434509861782258,3.5621734762083594
1.0,0.2652005707926782,0.3099325003964517,0.22046864227086443,1.0,1.1826511930110706,1.3731046550783192,0.9921977355504412,1.0,1.3260028515102864,1.5443203959602765,1.1076853123408819,1.0,0.6020769711680775,0.7035651944026646,0.5005887503882506,1.0,0.617258350060246,0.6675167013361225,0.5670000000000001,1.0,3.404601915529233,3.9379015003435294,2.8713023436141922,1.0,3.583791493614563,4.102669645826177,3.064913353953386,1.0,0.4873956415719146,0.548744696677052,0.4260465879506658,1.0,2.86703319489165,3.347814363286888,2.3862520381253716,1.0,0.7167582987229125,0.8057515479860669,0.6277650516122946,1.0,1.4335165974458255,1.5654322537472534,1.3016009443351253,1.0,1.7918957468072816,2.0395333761146555,1.5442581234896764,0.8883200679321623,1.080868176193148,0.6957719643284601,0.19254834411242427,0.38509645237264845,2.405094836066546e-7,0.19254834411319166,0.3850964523741772,2.405094896296145e-7,-3.613245459456809,-3.420697351194596,-3.8057935630617385,0.19254834411242427,0.38509645237264845,2.405094836066546e-7,-3.613245459456809,-3.420697351194596,-3.8057935630617385
1.0,0.2652005707926782,0.2883316389445502,0.24206950274900235,1.0,1.1826511930110706,1.281135475935138,1.0841669105476655,1.0,1.3260028515102864,1.4388957681394874,1.2131099354091452,1.0,0.6020769711680775,0.6545569564726597,0.5495969861089717,1.0,0.6020769711680775,0.628065775113279,0.5760881673444392,1.0,3.404601915529233,3.680373364491362,3.1288304678570316,1.0,3.583791493614563,3.8521055593755844,3.3154774291085873,1.0,0.4873956415719146,0.5191194949191705,0.4556717883730477,1.0,2.86703319489165,3.115647150757055,2.6184192401891435,1.0,0.7167582987229125,0.7627770806533237,0.6707395170077554,1.0,1.4335165974458255,1.501730735830543,1.3653024593801808,1.0,1.7918957468072816,1.9199502021195265,1.6638412920940144,1.7909243907803183,1.8904918240243154,1.6913569580020504,0.10000048157217734,0.1995679148161743,0.000433048793909388,0.10000048157217734,0.1995679148161743,0.000433048793909388,0.10000048157217734,0.1995679148161743,0.000433048793909388,0.10000048157217734,0.1995679148161743,0.000433048793909388,0.10000048157217734,0.1995679148161743,0.000433048793909388
1.0,0.2652005707926782,0.27883379548747395,0.2515673462060785,1.0,1.1826511930110706,1.2406968634139302,1.124605523068873,1.0,1.3260028515102864,1.3925408292963304,1.259464874252301,1.0,0.6020769711680775,0.6330081597729169,0.5711457828087142,1.0,0.6020769711680775,0.6173945173102453,0.5867594251474728,1.0,3.404601915529233,3.5671389027286677,3.242064929619723,1.0,3.583791493614563,3.7419331722986997,3.425649816185471,1.0,0.4873956415719146,0.5060933695811973,0.46869791371102065,1.0,2.86703319489165,3.0135638220257364,2.7205025689204603,1.0,0.7167582987229125,0.7438813174317277,0.6896352802293512,1.0,1.4335165974458255,1.4737213415525292,1.393311853658194,1.0,1.791895746807282,1.8673697867858563,1.716421707427685,-0.12551189056826306,-0.06682782199058164,-0.18419595868021613,-2.180622344149382,-2.1219382755717007,-2.239306412261335,0.10000048157819208,0.15868455015587352,0.04131641346623901,0.6889575409428508,0.7476416095205322,0.6302734728308977,-2.259643762809799,-2.2009596942321177,-2.318327830921752,-0.8150632515937248,-0.7563791830160435,-0.8737473197056779
1.0,0.2652005707926782,0.3112511336683248,0.21915000791703165,1.0,1.1826511930110706,1.378718950594963,0.9865834354271776,1.0,1.3260028515102864,1.5507560847511555,1.101249618269417,1.0,0.6020769711680775,0.706556921990672,0.49759702034548287,1.0,0.6187398955501543,0.6704797911003084,0.5670000000000001,1.0,3.404601915529233,3.9536224089348044,2.8555814221236613,1.0,3.583791493614563,4.117965431221863,3.0496175560072625,1.0,0.4873956415719146,0.5505531790290582,0.42423810411477086,1.0,2.86703319489165,3.361987104117692,2.372079285665609,1.0,0.7167582987229125,0.8083749416221107,0.6251416558237146,1.0,1.4358043410735997,1.571608682147199,1.3,1.0,1.791895746807282,2.0468333790491355,1.536958114565428,0.19822462035939736,0.3964487713093109,4.6940948381091196e-7,0.19822462035939026,0.3964487713093038,4.694094767054846e-7,-1.0415134374408321,-0.8432892864909186,-1.2397375883907458,0.19822462035938315,0.3964487713092967,4.6940946960005725e-7,0.19822462035938315,0.3964487713092967,4.6940946960005725e-7,0.19822462035938315,0.3964487713092967,4.6940946960005725e-7
1.0,0.2652005707926782,0.3573254413392522,0.17307570024610425,1.0,1.1826511930110706,1.5748878055048012,0.7904145805173399,1.0,1.3260028515102864,1.775625206250034,0.8763804967705384,1.0,0.6020769711680775,0.8110907452284624,0.39306319710769255,1.0,0.6705064694545125,0.7740129389090249,0.5670000000000001,1.0,3.404601915529233,4.5029259907199055,2.3062778403385598,1.0,3.583791493614563,4.6524148019618075,2.515168185267318,1.0,0.4873956415719146,0.6137432820555178,0.3610480010883113,1.0,2.86703319489165,3.857196223671558,1.8768701661117422,1.0,0.7332805255777629,0.9165610511555256,0.55,1.0,1.571678706183295,1.8433574123665903,1.3,1.0,1.791895746807282,2.3019024633625595,1.281889030252005,0.08438526403680982,0.48093577515168606,-0.3121652470780665,-3.601791155551794,-3.205240644436918,-3.9983416666666702,-2.6767302260795987,-2.2801797149647225,-3.073280737194475,-3.20524064443691,-2.8086901333220338,-3.601791155551786,-3.2052406444369135,-2.8086901333220373,-3.6017911555517896,0.39655098505475905,0.7931014961696353,4.7393988278354726e-7
1.0,0.2652005707926782,0.3458708980411201,0.1845302436524322,1.0,1.1826511930110706,1.5261182253223171,0.8391841611604854,1.0,1.3260028515102864,1.7197204467684908,0.9322852567801398,1.0,0.6020769711680775,0.7851025694983232,0.4190513730833073,1.0,0.6576367705320799,0.7482735411857228,0.5670000000000001,1.0,3.404601915529233,4.366363511988473,2.4428403203599163,1.0,3.583791493614563,4.519545231755265,2.648037756728904,1.0,0.4873956415719146,0.5980335772825315,0.3767577060096864,1.0,2.86703319489165,3.734082180546416,1.9999842103997794,1.0,0.7167582987229125,0.8772502471935463,0.5562663504675323,1.0,1.5378989514429253,1.7757979032049234,1.3,1.0,1.791895746807282,2.238489684788643,1.3453018094248974,-3.651097114034208,-3.303852560936015,-3.998341666666673,-1.4820400982872253,-1.1347955451890326,-1.8292846509196903,-3.3038525614017358,-2.956608008303543,-3.651097114034201,0.3472450224788801,0.6944895755770728,4.6984641510761094e-7,-3.303852561409699,-2.956608008315484,-3.6510971140381865,-3.3038525614017322,-2.9566080083035393,-3.6510971140341972
1.0,0.3426347369725168,0.5402694740532294,0.145,1.0,1.341462020855695,2.1829240421720515,0.5,1.0,1.564571187875155,2.5291423762783674,0.6000000000000001,1.0,0.7483955528509934,1.1967911059474625,0.30000000000000004,1.0,0.7890515887211431,1.0111031775638493,0.5670000000000001,1.0,4.4292257230109495,6.785451447311823,2.073,1.0,4.6915139089936595,6.984022819242361,2.3990050000000003,1.0,0.4873956415719146,0.7584482092400704,0.2163430740521476,1.0,3.5161887081284493,5.640377417419794,1.3920000000000001,1.0,0.9431902237673523,1.3363804477499577,0.55,1.0,1.8828301230602484,2.46566024643957,1.3,1.0,1.7918957468072816,2.886009016522462,0.6977824776910773,0.5678745817693951,1.1357486923340103,4.715156647350227e-7,-2.8625934461592237,-2.2947193355946087,-3.430467556412954,0.5678745817694022,1.1357486923340174,4.7151567184045007e-7,-2.86259344615922,-2.294719335594605,-3.4304675564129505,0.5678745817693951,1.1357486923340103,4.715156647350227e-7,0.5927744918250113,1.1606486023896265,0.02490038157128094
1.0,0.2701985134581091,0.3953970269162179,0.145,1.0,1.1194962955552477,1.652549319312095,0.5864432717983996,1.0,1.2551928150361786,1.866233569796234,0.6441520602761226,1.0,0.584051566633137,0.8681031332662736,0.30000000000000004,1.0,0.7076662069875119,0.8483324139750239,0.5670000000000001,1.0,3.5656321273863485,5.058264254772696,2.073,1.0,3.8512735226908803,5.303542045381758,2.3990050000000003,1.0,0.46136816876692044,0.6330757290992803,0.28966060843456015,1.0,2.737640309168755,4.083280618337508,1.3920000000000001,1.0,0.7990798544629291,1.0481597089258579,0.55,1.0,1.6692137633471644,2.0384275266943286,1.3,1.0,1.6962065082474218,2.3893101445134968,1.0031028719813464,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605
1.0,0.3193964152397632,0.49379283058772244,0.145,1.0,1.242521088375507,1.9850421772116753,0.5,1.0,1.4511548120833622,2.3023096246947823,0.6000000000000001,1.0,0.6956722296118389,1.091344459469154,0.30000000000000004,1.0,0.7629422805144156,0.9588845611503942,0.5670000000000001,1.0,4.152175583622081,6.231351168534088,2.073,1.0,4.421955731021096,6.444906463297235,2.3990050000000003,1.0,0.48739564157191434,0.7265772594920553,0.24821402380016233,1.0,3.266421985047601,5.140843971258098,1.3920000000000001,1.0,0.8969580630548877,1.243916126325029,0.55,1.0,1.8142996909981064,2.3285993823152853,1.3,1.0,1.7918957468072816,2.757360801389448,0.8264306928240919,-3.53284883833269,-3.0673560097099175,-3.9983416666666693,0.08075513682503477,0.5462479654478073,-0.3847376915089447,0.3533419948695613,0.8188348234923338,-0.11215083346441818,0.46549331436662555,0.9309861429893981,4.860326460742748e-7,-3.067356009998713,-2.6018631813759407,-3.5328488383326926,0.46549331436662555,0.9309861429893981,4.860326460742748e-7
