gen2 state,gen2 power,gen11 state,gen11 power,gen39 state,gen39 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen17 state,gen17 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen47 state,gen47 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,1.0,8.273561088866165,1.0,1.2860457663304738,1.0,2.001944577175332,1.0,0.9773947819420112,1.0,2.3577505668903687,1.0,5.144183062235386,1.0,1.7147276867259047,1.0,1.2431775736221866,1.0,0.5000000000000001,1.0,1.5946967504411518,1.0,5.24,0.0,0.0,1.0,0.9302397702255486,1.0,1.1660148264139272,1.0,1.9290686494957117,0.0,0.0,1.0,0.36009281435647716,1.0,1.5000000000000002,1.0,1.0031156975572086,1.0,0.7287592670042612,1.0,1.298906223876877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6706883664137355,1.0,1.817611344875871,1.0,1.5946967504411518,1.0,2.5720915249446734,1.0,2.4667643812873994,0.0,0.0,1.0,0.49727102887204044,1.0,1.478952632167416,1.0,1.0717048042036903,1.0,3.34,1.0,1.028836611212473,1.0,2.9836261732322433,1.0,1.0,1.0,0.9259529507579125,1.0,0.5015578481917817,1.0,0.4415423795173682,1.0,1.414650341690336,0.0,0.0,0.0,0.0,1.0,1.37,1.0,5.144183062235386,1.0,0.878797939534906,1.0,1.0,0.0,0.0,1.0,1.2045962003345096
0.0,0.0,1.0,13.833435166043882,1.0,2.1502748983190134,1.0,3.347261259923003,1.0,1.6342089219380298,1.0,3.942170639033848,1.0,5.750000000000001,1.0,2.16,1.0,2.078599067543605,1.0,0.5,1.0,2.666340874235537,1.0,5.24,0.0,0.0,1.0,1.5553655085242395,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680775,1.0,1.5000000000000002,1.0,1.6772144203869317,1.0,1.2184891080726492,1.0,2.171777647106743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577089,1.0,3.0390551814795383,1.0,2.666340874235537,1.0,3.5000000000000004,1.0,2.7000000000000006,0.0,0.0,1.0,0.8314396260529722,1.0,2.4728161345505533,1.0,1.7918957468072816,1.0,3.3400000000000007,1.0,1.7202199155588143,1.0,4.988637756317835,1.0,1.0,1.0,1.548197925117635,1.0,0.8386072092122954,1.0,0.7382610479946696,1.0,2.3653023860221416,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,1.0,8.60109958811539,1.0,1.469354512528906,1.0,1.0,0.0,0.0,1.0,2.0140908200961753
0.0,0.0,1.0,13.833435166043882,1.0,2.1502748983190134,1.0,3.347261259923003,1.0,1.6342089219380298,1.0,3.942170639033848,1.0,5.750000000000001,1.0,2.1600000000000006,1.0,2.078599067543605,1.0,0.5,1.0,2.666340874235537,1.0,5.24,0.0,0.0,1.0,1.5553655085242404,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680775,1.0,1.5,1.0,1.6772144203869317,1.0,1.2184891080726492,1.0,2.1717776471067434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577089,1.0,3.0390551814795383,1.0,2.666340874235537,1.0,3.5000000000000004,1.0,2.7,0.0,0.0,1.0,0.8314396260529722,1.0,2.4728161345505533,1.0,1.7918957468072816,1.0,3.3400000000000003,1.0,1.7202199155588143,1.0,4.988637756317835,1.0,1.0,1.0,1.548197925117635,1.0,0.8386072092122954,1.0,0.7382610479946696,1.0,2.3653023860221416,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.60109958811539,1.0,1.469354512528906,1.0,1.0,0.0,0.0,1.0,2.0140908200961753
0.0,0.0,1.0,13.833435166043882,1.0,2.1502748983190134,1.0,3.347261259923003,1.0,1.6342089219380298,1.0,3.942170639033848,1.0,5.750000000000001,1.0,2.16,1.0,2.078599067543605,1.0,0.5,1.0,2.666340874235537,1.0,5.24,0.0,0.0,1.0,1.5553655085242395,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680775,1.0,1.5000000000000002,1.0,1.6772144203869317,1.0,1.2184891080726492,1.0,2.171777647106743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577089,1.0,3.0390551814795383,1.0,2.666340874235537,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8314396260529722,1.0,2.4728161345505533,1.0,1.791895746807282,1.0,3.34,1.0,1.7202199155588143,1.0,4.988637756317835,1.0,1.0,1.0,1.548197925117635,1.0,0.8386072092122954,1.0,0.7382610479946696,1.0,2.3653023860221416,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.60109958811539,1.0,1.469354512528906,1.0,1.0,0.0,0.0,1.0,2.0140908200961753
0.0,0.0,1.0,13.833435166043882,1.0,2.1502748983190134,1.0,3.347261259923003,1.0,1.6342089219380298,1.0,3.942170639033848,1.0,5.75,1.0,2.16,1.0,2.078599067543605,1.0,0.5,1.0,2.666340874235537,1.0,5.240000000000001,0.0,0.0,1.0,1.5553655085242395,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680775,1.0,1.5,1.0,1.6772144203869317,1.0,1.2184891080726492,1.0,2.171777647106743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577089,1.0,3.0390551814795383,1.0,2.666340874235537,1.0,3.5000000000000004,1.0,2.7,0.0,0.0,1.0,0.8314396260529722,1.0,2.4728161345505537,1.0,1.791895746807282,1.0,3.3400000000000003,1.0,1.7202199155588143,1.0,4.988637756317835,1.0,1.0,1.0,1.548197925117635,1.0,0.8386072092122954,1.0,0.7382610479946696,1.0,2.3653023860221416,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.60109958811539,1.0,1.469354512528906,1.0,1.0,0.0,0.0,1.0,2.0140908200961753
0.0,0.0,1.0,13.833435166043882,1.0,2.1502748983190134,1.0,3.347261259923003,1.0,1.6342089219380298,1.0,3.942170639033848,1.0,5.75,1.0,2.16,1.0,2.078599067543605,1.0,0.5,1.0,2.666340874235537,1.0,5.24,0.0,0.0,1.0,1.5553655085242395,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680775,1.0,1.5,1.0,1.6772144203869317,1.0,1.2184891080726492,1.0,2.171777647106743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577089,1.0,3.0390551814795383,1.0,2.666340874235537,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8314396260529722,1.0,2.4728161345505533,1.0,1.791895746807282,1.0,3.34,1.0,1.7202199155588143,1.0,4.988637756317835,1.0,1.0,1.0,1.548197925117635,1.0,0.8386072092122954,1.0,0.7382610479946696,1.0,2.3653023860221416,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.60109958811539,1.0,1.469354512528906,1.0,1.0,0.0,0.0,1.0,2.0140908200961753
0.0,0.0,1.0,13.833435166043882,1.0,2.1502748983190134,1.0,3.347261259923003,1.0,1.6342089219380298,1.0,3.942170639033848,1.0,5.750000000000001,1.0,2.16,1.0,2.078599067543605,1.0,0.4999999999999999,1.0,2.666340874235537,1.0,5.240000000000001,0.0,0.0,1.0,1.5553655085242404,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680775,1.0,1.5,1.0,1.6772144203869317,1.0,1.2184891080726492,1.0,2.171777647106743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577089,1.0,3.0390551814795383,1.0,2.666340874235537,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8314396260529722,1.0,2.4728161345505537,1.0,1.791895746807282,1.0,3.3400000000000003,1.0,1.7202199155588143,1.0,4.988637756317836,1.0,1.0,1.0,1.548197925117635,1.0,0.8386072092122954,1.0,0.7382610479946696,1.0,2.3653023860221416,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.60109958811539,1.0,1.469354512528906,1.0,1.0,0.0,0.0,1.0,2.0140908200961753
0.0,0.0,1.0,13.833435166043882,1.0,2.1502748983190134,1.0,3.347261259923003,1.0,1.6342089219380298,1.0,3.942170639033848,1.0,5.750000000000001,1.0,2.16,1.0,2.078599067543605,1.0,0.5,1.0,2.666340874235537,1.0,5.239999999999999,0.0,0.0,1.0,1.55536550852424,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680775,1.0,1.5,1.0,1.6772144203869317,1.0,1.2184891080726492,1.0,2.171777647106743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577089,1.0,3.0390551814795383,1.0,2.666340874235537,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8314396260529722,1.0,2.4728161345505533,1.0,1.7918957468072816,1.0,3.34,1.0,1.7202199155588143,1.0,4.988637756317835,1.0,1.0,1.0,1.548197925117635,1.0,0.8386072092122954,1.0,0.7382610479946696,1.0,2.3653023860221416,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.60109958811539,1.0,1.469354512528906,1.0,1.0,0.0,0.0,1.0,2.0140908200961753
0.0,0.0,1.0,13.094714244324829,1.0,2.0354478119323534,1.0,3.1685137620322132,1.0,1.5469403363260574,1.0,3.7316543144126726,1.0,5.750000000000001,1.0,2.16,1.0,1.9675995507475676,1.0,0.4999999999999999,1.0,2.5239552870989925,1.0,5.24,0.0,0.0,1.0,1.472307249438501,1.0,1.8454726800873675,1.0,3.0531717178985303,0.0,0.0,1.0,0.5699253869991038,1.0,1.5,1.0,1.587649293021459,1.0,1.1534204258389302,1.0,2.0558022898666537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.226946609591447,1.0,2.8767662331546604,1.0,2.5239552870989925,1.0,3.5000000000000004,1.0,2.7,0.0,0.0,1.0,0.7870398193860608,1.0,2.3407649851266643,1.0,1.6962065082474218,1.0,3.34,1.0,1.628358246614838,1.0,4.722238916316368,1.0,1.0,1.0,1.4655224230085298,1.0,0.7938246455819548,1.0,0.6988370816914491,1.0,2.2389925911104953,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.141791242844338,1.0,1.390889336901974,1.0,0.9999999999999998,0.0,0.0,1.0,1.9065361159183243
0.0,0.0,1.0,13.833435166043877,1.0,2.1502748983190125,1.0,3.347261259923002,1.0,1.6342089219380294,1.0,3.9421706390338467,1.0,5.75,1.0,2.16,1.0,2.078599067543604,1.0,0.5,1.0,2.6663408742355355,1.0,5.24,0.0,0.0,1.0,1.555365508524239,1.0,1.9495825715905224,1.0,3.2254123474785183,0.0,0.0,1.0,0.6020769711680772,1.0,1.5,1.0,1.6772144203869312,1.0,1.2184891080726483,1.0,2.1717776471067416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.465404191577088,1.0,3.039055181479537,1.0,2.6663408742355355,1.0,3.5000000000000004,1.0,2.7000000000000006,0.0,0.0,1.0,0.8314396260529718,1.0,2.4728161345505524,1.0,1.7918957468072816,1.0,3.3400000000000003,1.0,1.7202199155588138,1.0,4.988637756317833,1.0,1.0000000000000002,1.0,1.5481979251176345,1.0,0.838607209212295,1.0,0.7382610479946693,1.0,2.3653023860221403,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.60109958811539,1.0,1.4693545125289051,1.0,1.0,0.0,0.0,1.0,2.0140908200961745
