gen39 state,gen39 power,gen39 upperbound,gen39 lowerbound,gen55 state,gen55 power,gen55 upperbound,gen55 lowerbound,gen58 state,gen58 power,gen58 upperbound,gen58 lowerbound,gen52 state,gen52 power,gen52 upperbound,gen52 lowerbound,gen26 state,gen26 power,gen26 upperbound,gen26 lowerbound,gen45 state,gen45 power,gen45 upperbound,gen45 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen9 state,gen9 power,gen9 upperbound,gen9 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen34 state,gen34 power,gen34 upperbound,gen34 lowerbound,gen27 state,gen27 power,gen27 upperbound,gen27 lowerbound,gen41 state,gen41 power,gen41 upperbound,gen41 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1.0,1.3003723237476716,1.9007446539059536,0.7000000000000001,1.0,0.2501232461527508,0.3552464934279787,0.145,1.0,0.944736375198666,1.3894727551461048,0.5,1.0,1.1098481521501207,1.6196963097442594,0.6000000000000001,1.0,0.5356575422268346,0.7713150869699557,0.30000000000000004,1.0,0.6929497303479893,0.8188994620408353,0.5670000000000001,1.0,3.3629033887219433,4.652806791217121,2.073,1.0,3.6555486263377617,4.91209226609255,2.3990050000000003,1.0,0.3171116543419062,0.4662233102759857,0.168,1.0,2.50986414374317,3.6277282994225866,1.3920000000000001,1.0,0.7667571895288974,0.9835143813722684,0.55,1.0,1.6277759871753064,1.9555519778505148,1.3,1.0,1.2313697715242469,1.8127395492562008,0.65,3.9983416666666667,4.281658177764349,3.7150251585941603,3.9983416666666667,4.281658177764349,3.7150251585941603,3.9983416666666667,4.281658177764349,3.7150251585941603,3.9983416666666667,4.281658177764349,3.7150251585941603,3.9983416666666667,4.281658177764349,3.7150251585941603,3.9983416666666667,4.281658177764349,3.7150251585941603
1.0,2.148167133714266,2.413203781775185,1.883130492063957,1.0,0.26494061315809286,0.3113476703983226,0.21853355704034005,1.0,1.1814919224795035,1.3778224885149848,0.9851613611927945,1.0,1.3247030633397638,1.549777471204564,1.0996286609189818,1.0,0.6014867970791026,0.7055187162924953,0.49745488038199603,1.0,0.6226009866341254,0.6782019746131073,0.5670000000000001,1.0,3.4012646215783917,3.970697383460614,2.831831873469402,1.0,3.5802785526101646,4.134984520380325,3.025572598257031,1.0,0.486917881596845,0.5527437891052113,0.4210919756806518,1.0,2.864222842088131,3.357708224285228,2.3707374718272787,1.0,0.7160557105220328,0.811743997079341,0.6203674262791979,1.0,1.4446979539501046,1.5893959114001106,1.3,1.0,1.7901392763050823,2.0467871753402953,1.533491383477575,1.440031026864487,1.5651021779980565,1.3149598787560928,0.12507138861788292,0.25014253975145767,2.405094836066546e-7,0.12507138861788292,0.25014253975145767,2.405094836066546e-7,-3.7481993704497985,-3.6231282193161847,-3.8732705185582366,0.12507138861788292,0.25014253975145767,2.405094836066546e-7,-3.7481993704498837,-3.623128219316309,-3.873270518558283
1.0,2.148167133714266,2.2852186944974533,2.01111557357214,1.0,0.26494061315809286,0.2889378968268266,0.24094332960160691,1.0,1.1814919224795035,1.2830152804810155,1.0799685649528694,1.0,1.3247030633397638,1.4410899823409902,1.2083161448829405,1.0,0.6014867970791026,0.6552821382282588,0.5476914561815754,1.0,0.6014867970791026,0.6302383008404059,0.5727352934522852,1.0,3.4012646215783917,3.6957206877413697,3.1068085567927386,1.0,3.5802785526101646,3.867119331856569,3.293437774705465,1.0,0.486917881596845,0.5209567340725137,0.4528790292803938,1.0,2.864222842088131,3.1194062001203933,2.609039485249496,1.0,0.7160557105220328,0.7655365242785277,0.6665748969969856,1.0,1.4321114210440657,1.506935340889688,1.357287501548434,1.0,1.7901392763050823,1.922852979831914,1.6574255733990222,0.10000048157217734,0.1646752976672956,0.03532566577957705,0.10000048157218444,0.1646752976673027,0.03532566577958415,1.9904755204374647,2.055150336532583,1.9258007046448644,-0.0016590340540361126,0.06301578204108016,-0.0663338498466344,0.10000048157218444,0.1646752976673027,0.03532566577958415,0.10000048157218444,0.1646752976673027,0.03532566577958415
1.0,2.148167133714266,2.228943979412091,2.0673902886575015,1.0,0.26494061315809286,0.27908437678252024,0.2507968496459131,1.0,1.1814919224795035,1.2413287939251823,1.121655051508702,1.0,1.3247030633397638,1.3933003718540395,1.2561057553698898,1.0,0.6014867970791026,0.6331932435174735,0.5697803508923603,1.0,0.6014867970791026,0.6184326513957953,0.5845409428968956,1.0,3.4012646215783917,3.5748141388937262,3.22771510564038,1.0,3.5802785526101646,3.7493396945090547,3.4112174120529777,1.0,0.486917881596845,0.5069800473864624,0.46685571596644493,1.0,2.864222842088131,3.0146254104254164,2.7138202749444704,1.0,0.7160557105220328,0.7452192168328747,0.6868922044426382,1.0,1.4321114210440657,1.4762119055138327,1.3880109369242888,1.0,1.790139276305083,1.8683594314825414,1.7119191217483953,0.10000048157819208,0.1381191838417526,0.061881779617149114,-0.933770574176509,-0.8956518719129485,-0.9718892761375519,-3.960222964705622,-3.9221042624420615,-3.998341666666665,0.10000048157818497,0.13811918384174549,0.06188177961714201,0.10000048157818497,0.13811918384174549,0.06188177961714201,0.10000048157818497,0.13811918384174549,0.06188177961714201
1.0,2.148167133714266,2.4210166828839577,1.8753175845445749,1.0,0.26494061315809286,0.31271568403575634,0.2171655422804293,1.0,1.1814919224795035,1.3836100326462852,0.9793738123127214,1.0,1.3247030633397638,1.5564123426596201,1.092993784019907,1.0,0.6014867970791026,0.7085854283978463,0.4943881657603588,1.0,0.6242400255377802,0.6814800510755603,0.5670000000000001,1.0,3.4012646215783917,3.9874834464040996,2.815045796752684,1.0,3.5802785526101646,4.151336458507908,3.0092206467124214,1.0,0.486917881596845,0.5546842426595434,0.4191515205341466,1.0,2.864222842088131,3.3722554671587672,2.3561902170174958,1.0,0.7160557105220328,0.8145647508340004,0.6175466702100654,1.0,1.4489634461681495,1.5979268923362984,1.3,1.0,1.790139276305083,2.054352788132363,1.5259257644778021,0.5602809739014845,0.6890390435895928,0.43152290421337614,0.12875853909757495,0.2575166087856833,4.6940946665796623e-7,-0.0033028934018020095,0.12545517628630012,-0.13206096308990414,-0.9164070049782458,-0.7876489352901375,-1.045165074666354,0.12875853909758206,0.2575166087856904,4.694094737633936e-7,0.12875853909758206,0.2575166087856904,4.694094737633936e-7
1.0,2.148167133714266,2.6940069199471925,1.602327347481339,1.0,0.26494061315809286,0.360515388907158,0.1693658374090276,1.0,1.1814919224795035,1.5858323598486206,0.7771514851103863,1.0,1.3247030633397638,1.788241096944788,0.8611650297347394,1.0,0.6014867970791026,0.8157392823874267,0.3872343117707785,1.0,0.6815095654311597,0.7960191308623192,0.5670000000000001,1.0,3.4012646215783917,4.574004539977811,2.228524703178972,1.0,3.5802785526101646,4.722688815813458,2.437868289406871,1.0,0.486917881596845,0.6224855457136069,0.3513502174800831,1.0,2.864222842088131,3.8805500462626434,1.8478956379136187,1.0,0.7470688742917962,0.9441377485835925,0.55,1.0,1.5980037015284714,1.8960074030569427,1.3,1.0,1.790139276305083,2.3187025349013473,1.2615760177088184,-3.74075913648403,-3.483176606301391,-3.998341666666669,-2.7144486743588176,-2.4568661441761788,-2.9720312045414565,0.257583004122516,0.5151655343051547,4.739398772879433e-7,0.257583004122516,0.5151655343051547,4.739398772879433e-7,-2.7407707772113286,-2.4831882470286897,-2.9983533073939674,-3.48317660630139,-3.225594076118751,-3.7407591364840287
1.0,2.148167133714266,2.626138759827637,1.6701955082419553,1.0,0.26494061315809286,0.34863189424896496,0.1812493321794682,1.0,1.1814919224795035,1.5355578246492607,0.8274260207846231,1.0,1.3247030633397638,1.7306061016958616,0.9188000255280672,1.0,0.6014867970791026,0.7890997402623074,0.413873854147526,1.0,0.6672717729665519,0.7675435460675893,0.5670000000000001,1.0,3.4012646215783917,4.428189407831026,2.3743398367030784,1.0,3.5802785526101646,4.580644786373254,2.5799123201887766,1.0,0.486917881596845,0.6056294495341608,0.36820631381874647,1.0,2.864222842088131,3.7541828242929687,1.9742628610769168,1.0,0.7225658930531919,0.8951317863378306,0.55,1.0,1.560950772019294,1.8219015443885782,1.3,1.0,1.790139276305083,2.2529824888869343,1.3272960643440015,-3.772786212942144,-3.5472307589151,-3.9983416666666707,-0.9742557778316019,-0.7487003238045579,-1.199811231556129,-3.0248030304198696,-2.7992475763928257,-3.2503584841443964,0.22555592357094412,0.45111137759798814,4.698464172170347e-7,-3.5472307592176153,-3.3216753051905714,-3.772786212942142,-3.547230759217611,-3.321675305190567,-3.7727862129421377
1.0,2.148167133714266,3.319152796980945,0.9771814710886475,1.0,0.3500357905992871,0.5550715813108218,0.145,1.0,1.3674282581097175,2.2348565166943115,0.5,1.0,1.5944243807862104,2.588848762116822,0.6000000000000001,1.0,0.7596341175666743,1.219268235384977,0.30000000000000004,1.0,0.8126564412037163,1.0583128825419181,0.5670000000000001,1.0,4.588869427386234,7.10473885614979,2.073,1.0,4.849808464290819,7.300611929923339,2.3990050000000003,1.0,0.486917881596845,0.7777500911337625,0.1960856722191447,1.0,3.572318501218376,5.752637003630375,1.3920000000000001,1.0,0.9727702563385314,1.39554051290851,0.55,1.0,1.9393049218847025,2.578609844119395,1.3,1.0,1.7901392763050823,2.9240617450523914,0.6562168081785427,0.5525901826257211,1.1051798940382813,4.715156781687213e-7,-3.4457519555566165,-2.8931622441440563,-3.9983416666666596,0.5525901826257069,1.105179894038267,4.715156639578666e-7,-1.6208614381485775,-1.0682717267362347,-2.173451149258403,0.5525901826256998,1.10517989403826,4.7151565685243924e-7,-0.49590869735036414,0.056681014061978674,-1.0484984084601896
1.0,2.02752675014489,2.769327844867794,1.2857256554219854,1.0,0.27488696512551125,0.4047739302510224,0.145,1.0,1.1151397115760633,1.6646419403365647,0.5656374828155613,1.0,1.2503081602762791,1.8802604456290664,0.6203558749234909,1.0,0.5911710215293766,0.882342043058753,0.30000000000000004,1.0,0.7226195116873183,0.8782390233746366,0.5670000000000001,1.0,3.666763916144267,5.260527832288533,2.073,1.0,3.951550646618102,5.5040962932362,2.3990050000000003,1.0,0.4595727281026363,0.6438103820576139,0.27533507414765845,1.0,2.773197654821747,4.154395309643492,1.3920000000000001,1.0,0.8178183422545215,1.0856366845090428,0.55,1.0,1.7049896647346348,2.1099793294692692,1.3,1.0,1.6896056234311365,2.4079277643710384,0.971283482491234,-3.688220926545391,-3.3781001864241142,-3.9983416666666676,-3.688220926545391,-3.3781001864241142,-3.9983416666666676,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545391,-3.3781001864241142,-3.9983416666666676,-3.688220926545384,-3.378100186424107,-3.9983416666666605
1.0,2.148167133714266,3.1814657588145745,1.114868509255019,1.0,0.3259272369023816,0.5068544739170109,0.145,1.0,1.2654341590418057,2.030868318558489,0.5,1.0,1.4774978017161675,2.3549956039767364,0.6000000000000001,1.0,0.7055893394725787,1.1111786791967861,0.30000000000000004,1.0,0.7837716231607775,1.0005432464560409,0.5670000000000001,1.0,4.29304803441254,6.513096070202403,2.073,1.0,4.561637668613049,6.7242703385678,2.3990050000000003,1.0,0.486917881596845,0.7435534081250142,0.23028235522789314,1.0,3.3159519151245895,5.2399038314428035,1.3920000000000001,1.0,0.9230600111340173,1.2961200224994818,0.55,1.0,1.8641340602858354,2.4282681209216608,1.3,1.0,1.790139276305083,2.790732677814649,0.789545875416287,0.08075513682503477,0.5462479654478073,-0.3847376915089447,0.08075513682502748,0.5462479654478,-0.384737691508952,0.08075513682502748,0.5462479654478,-0.384737691508952,-2.8203610475530576,-2.354868218930285,-3.285853875887037,-3.53284883833269,-3.0673560097099175,-3.9983416666666693,0.46549331436663266,0.9309861429894052,4.860326531797021e-7
