gen2 state,gen2 power,gen11 state,gen11 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen17 state,gen17 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen47 state,gen47 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,1.0,8.24380948065564,1.0,1.9947456128986982,1.0,0.9738800841828466,1.0,2.3492721293263235,1.0,5.125684652978846,1.0,1.7085615503095237,1.0,1.2387071247176287,1.0,0.5000000000000001,1.0,1.5889622435674957,1.0,5.24,0.0,0.0,1.0,0.9268946412190266,1.0,1.161821853652801,1.0,1.9221317460203464,0.0,0.0,1.0,0.35879792570851937,1.0,1.5000000000000002,1.0,0.9995085077506679,1.0,0.7261386590267753,1.0,1.2942353755372182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.661084608965584,1.0,1.8110752402854888,1.0,1.5889622435674957,1.0,2.562842320338602,1.0,2.4578939315945227,0.0,0.0,1.0,0.4954828493122914,1.0,1.4736343394997788,1.0,1.0678509689434525,1.0,3.34,1.0,1.0251369293656047,1.0,2.972897095873749,1.0,1.0,1.0,0.9226232370933334,1.0,0.49975425329062173,1.0,0.4399545993894832,1.0,1.4095632791463135,0.0,0.0,0.0,0.0,1.0,1.37,1.0,5.125684652978846,1.0,0.8756377946211947,1.0,1.0,0.0,0.0,1.0,1.2002644895005299
0.0,0.0,1.0,13.824485232783095,1.0,3.3450956543071073,1.0,1.6331516241222688,1.0,3.9396201399207578,1.0,5.750000000000001,1.0,2.16,1.0,2.0772542589181877,1.0,0.5,1.0,2.664615809377207,1.0,5.24,0.0,0.0,1.0,1.5543592206911505,1.0,1.9483212338466662,1.0,3.223325575472727,0.0,0.0,1.0,0.6016874403938965,1.0,1.5000000000000002,1.0,1.6761292989441146,1.0,1.2177007719822024,1.0,2.170372553956302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.462515171675862,1.0,3.037088978528238,1.0,2.664615809377207,1.0,3.5000000000000004,1.0,2.7000000000000006,0.0,0.0,1.0,0.8309017026034292,1.0,2.471216276011819,1.0,1.7907364290274452,1.0,3.3400000000000007,1.0,1.7191069704910613,1.0,4.985410215620577,1.0,1.0,1.0,1.5471962745559364,1.0,0.8380646484915215,1.0,0.7377834090691763,1.0,2.3637720865526037,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,1.0,8.59553486276995,1.0,1.4684038719493446,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
0.0,0.0,1.0,13.824485232783095,1.0,3.3450956543071073,1.0,1.6331516241222688,1.0,3.9396201399207578,1.0,5.750000000000001,1.0,2.1600000000000006,1.0,2.0772542589181877,1.0,0.5,1.0,2.664615809377207,1.0,5.24,0.0,0.0,1.0,1.5543592206911514,1.0,1.9483212338466662,1.0,3.223325575472727,0.0,0.0,1.0,0.6016874403938965,1.0,1.5,1.0,1.6761292989441146,1.0,1.2177007719822024,1.0,2.1703725539563026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.462515171675862,1.0,3.037088978528238,1.0,2.664615809377207,1.0,3.5000000000000004,1.0,2.7,0.0,0.0,1.0,0.8309017026034292,1.0,2.471216276011819,1.0,1.7907364290274452,1.0,3.3400000000000003,1.0,1.7191069704910613,1.0,4.985410215620577,1.0,1.0,1.0,1.5471962745559364,1.0,0.8380646484915215,1.0,0.7377834090691763,1.0,2.3637720865526037,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.59553486276995,1.0,1.4684038719493446,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
0.0,0.0,1.0,13.824485232783095,1.0,3.3450956543071073,1.0,1.6331516241222688,1.0,3.9396201399207578,1.0,5.750000000000001,1.0,2.16,1.0,2.0772542589181877,1.0,0.5,1.0,2.664615809377207,1.0,5.24,0.0,0.0,1.0,1.5543592206911505,1.0,1.9483212338466662,1.0,3.223325575472727,0.0,0.0,1.0,0.6016874403938965,1.0,1.5000000000000002,1.0,1.6761292989441146,1.0,1.2177007719822024,1.0,2.170372553956302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.462515171675862,1.0,3.037088978528238,1.0,2.664615809377207,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8309017026034292,1.0,2.471216276011819,1.0,1.7907364290274457,1.0,3.34,1.0,1.7191069704910613,1.0,4.985410215620577,1.0,1.0,1.0,1.5471962745559364,1.0,0.8380646484915215,1.0,0.7377834090691763,1.0,2.3637720865526037,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.59553486276995,1.0,1.4684038719493446,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
0.0,0.0,1.0,13.824485232783095,1.0,3.3450956543071073,1.0,1.6331516241222688,1.0,3.9396201399207578,1.0,5.75,1.0,2.16,1.0,2.0772542589181877,1.0,0.5,1.0,2.664615809377207,1.0,5.240000000000001,0.0,0.0,1.0,1.5543592206911505,1.0,1.9483212338466662,1.0,3.223325575472727,0.0,0.0,1.0,0.6016874403938965,1.0,1.5,1.0,1.6761292989441146,1.0,1.2177007719822024,1.0,2.170372553956302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.462515171675862,1.0,3.037088978528238,1.0,2.664615809377207,1.0,3.5000000000000004,1.0,2.7,0.0,0.0,1.0,0.8309017026034292,1.0,2.4712162760118193,1.0,1.7907364290274457,1.0,3.3400000000000003,1.0,1.7191069704910613,1.0,4.985410215620577,1.0,1.0,1.0,1.5471962745559364,1.0,0.8380646484915215,1.0,0.7377834090691763,1.0,2.3637720865526037,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.59553486276995,1.0,1.4684038719493446,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
0.0,0.0,1.0,13.824485232783095,1.0,3.3450956543071073,1.0,1.6331516241222688,1.0,3.9396201399207578,1.0,5.75,1.0,2.16,1.0,2.0772542589181877,1.0,0.5,1.0,2.664615809377207,1.0,5.24,0.0,0.0,1.0,1.5543592206911505,1.0,1.9483212338466662,1.0,3.223325575472727,0.0,0.0,1.0,0.6016874403938965,1.0,1.5,1.0,1.6761292989441146,1.0,1.2177007719822024,1.0,2.170372553956302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.462515171675862,1.0,3.037088978528238,1.0,2.664615809377207,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8309017026034292,1.0,2.471216276011819,1.0,1.7907364290274457,1.0,3.34,1.0,1.7191069704910613,1.0,4.985410215620577,1.0,1.0,1.0,1.5471962745559364,1.0,0.8380646484915215,1.0,0.7377834090691763,1.0,2.3637720865526037,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.59553486276995,1.0,1.4684038719493446,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
0.0,0.0,1.0,13.824485232783095,1.0,3.3450956543071073,1.0,1.6331516241222688,1.0,3.9396201399207578,1.0,5.750000000000001,1.0,2.16,1.0,2.0772542589181877,1.0,0.4999999999999999,1.0,2.664615809377207,1.0,5.240000000000001,0.0,0.0,1.0,1.5543592206911514,1.0,1.9483212338466662,1.0,3.223325575472727,0.0,0.0,1.0,0.6016874403938965,1.0,1.5,1.0,1.6761292989441146,1.0,1.2177007719822024,1.0,2.170372553956302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.462515171675862,1.0,3.037088978528238,1.0,2.664615809377207,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8309017026034292,1.0,2.4712162760118193,1.0,1.7907364290274457,1.0,3.3400000000000003,1.0,1.7191069704910613,1.0,4.985410215620578,1.0,1.0,1.0,1.5471962745559364,1.0,0.8380646484915215,1.0,0.7377834090691763,1.0,2.3637720865526037,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.59553486276995,1.0,1.4684038719493446,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
0.0,0.0,1.0,13.82448523278309,1.0,3.345095654307106,1.0,1.6331516241222683,1.0,3.9396201399207564,1.0,5.750000000000001,1.0,2.16,1.0,2.077254258918187,1.0,0.5,1.0,2.6646158093772057,1.0,5.239999999999999,0.0,0.0,1.0,1.55435922069115,1.0,1.9483212338466651,1.0,3.2233255754727255,0.0,0.0,1.0,0.6016874403938962,1.0,1.5,1.0,1.676129298944114,1.0,1.217700771982202,1.0,2.170372553956301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.46251517167586,1.0,3.037088978528237,1.0,2.6646158093772057,1.0,3.5,1.0,2.6999999999999997,0.0,0.0,1.0,0.8309017026034289,1.0,2.4712162760118175,1.0,1.7907364290274441,1.0,3.34,1.0,1.7191069704910606,1.0,4.9854102156205755,1.0,1.0,1.0,1.547196274555936,1.0,0.8380646484915212,1.0,0.737783409069176,1.0,2.363772086552603,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.595534862769945,1.0,1.4684038719493442,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
0.0,0.0,1.0,13.059662111962115,1.0,3.1600322356920754,1.0,1.542799462656392,1.0,3.7216653647861184,1.0,5.750000000000001,1.0,2.16,1.0,1.9623326500269571,1.0,0.4999999999999999,1.0,2.5171991247917997,1.0,5.24,0.0,0.0,1.0,1.4683661547629705,1.0,1.8405326904513026,1.0,3.0449989409150042,0.0,0.0,1.0,0.5683998019630944,1.0,1.5,1.0,1.58339944899079,1.0,1.1503329323142906,1.0,2.050299286698242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.215631853936224,1.0,2.8690656610841527,1.0,2.5171991247917997,1.0,3.5000000000000004,1.0,2.7,0.0,0.0,1.0,0.7849330591002605,1.0,2.3344991894355345,1.0,1.6916660765944476,1.0,3.34,1.0,1.6239994322314695,1.0,4.7095983546015665,1.0,1.0,1.0,1.4615994900606741,1.0,0.7916997235691063,1.0,0.6969664238496381,1.0,2.2329992213279697,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.119997170901343,1.0,1.387166182946163,1.0,0.9999999999999998,0.0,0.0,1.0,1.9014326707386455
0.0,0.0,1.0,13.82448523278309,1.0,3.345095654307106,1.0,1.6331516241222683,1.0,3.9396201399207564,1.0,5.75,1.0,2.16,1.0,2.077254258918187,1.0,0.5,1.0,2.6646158093772057,1.0,5.24,0.0,0.0,1.0,1.5543592206911494,1.0,1.9483212338466651,1.0,3.2233255754727255,0.0,0.0,1.0,0.6016874403938962,1.0,1.5,1.0,1.676129298944114,1.0,1.217700771982202,1.0,2.170372553956301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.46251517167586,1.0,3.037088978528237,1.0,2.6646158093772057,1.0,3.5000000000000004,1.0,2.7000000000000006,0.0,0.0,1.0,0.8309017026034289,1.0,2.4712162760118184,1.0,1.7907364290274446,1.0,3.3400000000000003,1.0,1.7191069704910606,1.0,4.9854102156205755,1.0,1.0000000000000002,1.0,1.547196274555936,1.0,0.8380646484915212,1.0,0.737783409069176,1.0,2.363772086552603,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.595534862769945,1.0,1.4684038719493442,1.0,1.0,0.0,0.0,1.0,2.0127877469111954
