gen2 state,gen2 power,gen11 state,gen11 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen64 state,gen64 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,1.0,11.912025572018951,1.0,2.882339870454177,1.0,1.4072237469931674,1.0,3.394618682762294,1.0,5.75,1.0,2.16,1.0,1.7898898537748513,1.0,0.49999999999999994,1.0,2.2959966412085557,1.0,5.24,0.0,0.0,1.0,1.3393313727927465,1.0,1.6787932403481434,1.0,2.777415291451252,0.0,0.0,1.0,1.5,1.0,1.0492457759310765,1.0,1.870126296075533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6169424009317748,1.0,2.2959966412085557,1.0,3.500000000000003,1.0,2.7,0.0,0.0,1.0,0.7159559406794318,1.0,2.1293517247235716,1.0,1.543008493707688,1.0,3.34,1.0,1.4812881527743493,1.0,4.295735644076592,1.0,0.9999999999999999,1.0,1.33315933845679,1.0,0.7221279748024529,1.0,2.0367712118978263,0.0,0.0,0.0,0.0,1.0,1.37,1.0,7.406440772759478,1.0,1.26526696496683,1.0,1.0,0.0,0.0,1.0,1.7343415475171176
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.239999999999999,0.0,0.0,1.0,1.7549497091305817,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3748453942635128,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.3399999999999994,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,0.9999999999999999,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,0.9999999999999999,0.0,0.0,1.0,2.2725385637772555
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.24,0.0,0.0,1.0,1.7549497091305817,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3748453942635128,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.3399999999999994,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,0.9999999999999999,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,0.9999999999999999,0.0,0.0,1.0,2.2725385637772555
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.75,1.0,2.16,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.24,0.0,0.0,1.0,1.7549497091305817,1.0,2.0,1.0,3.500000000000001,0.0,0.0,1.0,1.5,1.0,1.3748453942635128,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.5,1.0,2.7000000000000006,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.34,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,1.0,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,1.0,0.0,0.0,1.0,2.2725385637772555
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.239999999999999,0.0,0.0,1.0,1.7549497091305817,1.0,2.0,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3748453942635133,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.3399999999999994,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,1.0,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,0.9999999999999999,0.0,0.0,1.0,2.2725385637772555
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.239999999999999,0.0,0.0,1.0,1.7549497091305817,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3748453942635128,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.3399999999999994,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,1.0,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,0.9999999999999999,0.0,0.0,1.0,2.2725385637772555
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.749999999999999,1.0,2.1599999999999997,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.239999999999999,0.0,0.0,1.0,1.7549497091305817,1.0,1.9999999999999998,1.0,3.4999999999999996,0.0,0.0,1.0,1.4999999999999998,1.0,1.3748453942635128,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.4999999999999996,1.0,2.6999999999999997,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.3399999999999994,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,0.9999999999999999,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,0.9999999999999999,0.0,0.0,1.0,2.2725385637772555
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.75,1.0,2.16,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.24,0.0,0.0,1.0,1.7549497091305817,1.0,2.0000000000000004,1.0,3.5,0.0,0.0,1.0,1.5,1.0,1.3748453942635128,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.34,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,1.0,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,1.0,0.0,0.0,1.0,2.2725385637772555
0.0,0.0,1.0,15.39221664246142,1.0,3.724437918220101,1.0,1.8183551275288252,1.0,4.386382976406619,1.0,5.75,1.0,2.16,1.0,2.312820118533091,1.0,0.5,1.0,2.9667899466955263,1.0,5.24,0.0,0.0,1.0,1.73062746729624,1.0,2.0,1.0,3.500000000000001,0.0,0.0,1.0,1.5,1.0,1.3557911034253582,1.0,2.416498262526795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.381502510421316,1.0,2.9667899466955263,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.9251280463400886,1.0,2.751458419627034,1.0,1.9938104458150003,1.0,3.34,1.0,1.9140580264511535,1.0,5.5507682780405325,1.0,1.0000000000000002,1.0,1.7226522250463487,1.0,0.9331032883148342,1.0,2.631829788738983,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.57029014374012,1.0,1.6349245657317928,1.0,1.0000000000000002,0.0,0.0,1.0,2.2410429418580144
0.0,0.0,1.0,15.608538885473898,1.0,3.7767811760590995,1.0,1.84391029407288,1.0,4.448029211397261,1.0,5.75,1.0,2.1600000000000006,1.0,2.345324497034709,1.0,0.5,1.0,3.0084852184503172,1.0,5.24,0.0,0.0,1.0,1.7549497091305817,1.0,2.0,1.0,3.5,0.0,0.0,1.0,1.5000000000000004,1.0,1.3748453942635128,1.0,2.450459733868323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429026153363604,1.0,3.0084852184503172,1.0,3.5,1.0,2.7,0.0,0.0,1.0,0.9381297977256535,1.0,2.7901274216762486,1.0,2.0218314617478588,1.0,3.34,1.0,1.9409582017251776,1.0,5.628778786353923,1.0,1.0,1.0,1.7468623828104008,1.0,0.9462171237668215,1.0,2.6688175297740546,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.704791020271639,1.0,1.6579017987990339,1.0,1.0,0.0,0.0,1.0,2.2725385637772555
