gen39 state,gen39 power,gen39 upperbound,gen39 lowerbound,gen55 state,gen55 power,gen55 upperbound,gen55 lowerbound,gen58 state,gen58 power,gen58 upperbound,gen58 lowerbound,gen52 state,gen52 power,gen52 upperbound,gen52 lowerbound,gen26 state,gen26 power,gen26 upperbound,gen26 lowerbound,gen17 state,gen17 power,gen17 upperbound,gen17 lowerbound,gen49 state,gen49 power,gen49 upperbound,gen49 lowerbound,gen45 state,gen45 power,gen45 upperbound,gen45 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen47 state,gen47 power,gen47 upperbound,gen47 lowerbound,gen9 state,gen9 power,gen9 upperbound,gen9 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen34 state,gen34 power,gen34 upperbound,gen34 lowerbound,gen19 state,gen19 power,gen19 upperbound,gen19 lowerbound,gen27 state,gen27 power,gen27 upperbound,gen27 lowerbound,gen41 state,gen41 power,gen41 upperbound,gen41 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1.0,1.8516101943008358,2.424130217216534,1.2790901720694934,1.0,0.24922851888192282,0.3534570378884341,0.145,1.0,1.018385605948912,1.4130567493185935,0.6237144630509965,1.0,1.1418262843731368,1.6097681505567358,0.673884418748887,1.0,0.5321893188645376,0.7643786380066199,0.30000000000000004,1.0,0.5184508540931636,0.6673230440285572,0.36957866433572284,1.0,1.4442559512946858,1.7482633299790495,1.1402485729737137,1.0,0.756002630931693,0.945005262089308,0.5670000000000001,1.0,3.4287128919021845,4.784425785424904,2.073,1.0,3.8408566379842477,5.282708277691995,2.3990050000000003,1.0,3.8451771581677825,4.85730205922469,2.8330522583207087,1.0,0.41969830894545657,0.5566873210461447,0.2827092970085168,1.0,2.4776251282482598,3.563250257794209,1.3920000000000001,1.0,0.8295830033307101,1.1091660069956168,0.55,1.0,0.6357194996745696,0.7169681681953362,0.5544708312509229,1.0,1.7727895785813939,2.2455791577279314,1.3,1.0,1.543008493707688,2.068989667363994,1.017027320680108,3.9983416666666667,4.5536994274458245,3.4429839065513494,3.9983416666666667,4.5536994274458245,3.4429839065513494,3.9983416666666667,4.5536994274458245,3.4429839065513494,3.9983416666666667,4.5536994274458245,3.4429839065513494,3.9983416666666667,4.5536994274458245,3.4429839065513494,3.9983416666666667,4.5536994274458245,3.4429839065513494
1.0,2.426197756523628,2.749161683144882,2.103233829560197,1.0,0.29923105663791416,0.35802734395871155,0.2404347692548227,1.0,1.3344087648870273,1.5570464667749506,1.1117710627632216,1.0,1.4961552804216836,1.7601256857945378,1.2321848747691555,1.0,0.6793353714190145,0.8103155489292154,0.5483551937700413,1.0,0.6793353714190145,0.7633155731617918,0.595355169587261,1.0,1.8924342497477915,2.0639276697363425,1.7209408295775448,1.0,0.6793353714190145,0.7859535322818356,0.5727172104432324,1.0,3.841479773479451,4.60625016043172,3.076709385716916,1.0,4.043662923495717,4.857024986876121,3.230300859253563,1.0,5.038403991994246,5.609353162665643,4.4674548207179345,1.0,0.5499381558356154,0.6272149452598332,0.4726613663295236,1.0,3.2349303387965724,3.8473416792615946,2.6225189976827075,1.0,0.8087325846991431,0.9664479851498248,0.6510171840813637,1.0,0.8329945625899753,0.8788277002409172,0.7871614248904739,1.0,1.6174651693982862,1.8841702152220896,1.3507601232919118,1.0,2.0218314617478588,2.3185423860361953,1.72512053714516,2.805056354309156,3.0934635613427015,2.5166491469700456,0.2884074478592602,0.5768146548928058,2.405201499078302e-7,0.2884074478592602,0.5768146548928058,2.405201499078302e-7,3.998341677614281,4.286748884647826,3.709934470275171,-3.4215272519884525,-3.133120044954907,-3.7099344593275627,0.2884074478592602,0.5768146548928058,2.405201499078302e-7
1.0,2.426197756523628,2.5889924733133425,2.2634030387073816,1.0,0.29923105663791416,0.32886818993268246,0.26959392315626346,1.0,1.3344087648870273,1.4466325726810836,1.2221849563853233,1.0,1.4961552804216836,1.6292134452548572,1.363097114749487,1.0,0.6793353714190145,0.7453578561154104,0.6133128863063017,1.0,0.6793353714190145,0.7216668271381895,0.6370039154329107,1.0,1.8924342497477915,1.97887803011177,1.8059904688387258,1.0,0.6793353714190145,0.7330778233512946,0.6255929191478515,1.0,3.841479773479451,4.22697353389889,3.4559860106292106,1.0,4.043662923495717,4.453650033018295,3.633675811387888,1.0,5.038403991994246,5.326199317971234,4.7506086642025105,1.0,0.5499381558356154,0.5888906579938117,0.5109856534317971,1.0,3.2349303387965724,3.543625281209536,2.926235394437077,1.0,0.8087325846991431,0.8882313516925694,0.7292338172044228,1.0,0.8329945625899753,0.8560974296548138,0.8098916953794576,1.0,1.6174651693982862,1.7519017699669657,1.4830285679818922,1.0,2.0218314617478588,2.171392966629424,1.8722699559232063,0.157915138887887,0.31582980695937496,4.698206388376036e-7,3.9983426063079506,4.156257274379438,3.8404279372407024,2.511970403909297,2.6698850719807847,2.3540557348420488,0.1579151388873825,0.31582980695836615,4.6982063867107016e-7,3.9983426063079506,4.156257274379438,3.8404279372407024,0.1579151388873754,0.31582980695835905,4.698206315656428e-7
1.0,2.426197756523628,2.5246294556525273,2.3277660577369064,1.0,0.29923105663791416,0.31715076217284244,0.2813113511652801,1.0,1.3344087648870273,1.402263424434443,1.2665541055754947,1.0,1.4961552804216836,1.5766071618203923,1.4157033993026493,1.0,0.6793353714190145,0.7192550044238898,0.6394157385529116,1.0,0.6793353714190145,0.7049305331982537,0.6537402097287516,1.0,1.8924342497477915,1.9447013524409509,1.8401671472363281,1.0,0.6793353714190145,0.7118300430113408,0.6468406999396493,1.0,3.841479773479451,4.074563540507889,3.6083960072612817,1.0,4.043662923495717,4.291556274134252,3.795769573718932,1.0,5.038403991994246,5.212415676746047,4.8643923078473605,1.0,0.5499381558356154,0.5734902774791333,0.5263860342739718,1.0,3.2349303387965724,3.421578703641577,3.048281974600413,1.0,0.8087325846991431,0.8568004757715753,0.7606646937938093,1.0,0.8329945625899753,0.8469634093976918,0.8190257158308184,1.0,1.6174651693982862,1.6987505039597353,1.5361798351194091,1.0,2.0218314617478588,2.1122618721449227,1.9314010516651579,0.1000004815793929,0.1954815229926171,0.0045194404980891945,-0.1455031261168337,-0.0500220847036095,-0.2409841671981374,3.9983426063242575,4.093823647737482,3.902861565242954,-1.911263869694967,-1.815782828281743,-2.0067449107762707,0.19590598365447587,0.2913870250677001,0.10042494257317217,0.1000004815793929,0.1954815229926171,0.0045194404980891945
1.0,2.426197756523628,2.6979995566260264,2.1543959564212294,1.0,0.29923105663791416,0.34871316722629486,0.24974894604953343,1.0,1.3344087648870273,1.5217774558020467,1.147040073972008,1.0,1.4961552804216836,1.7183089806962082,1.274001580147159,1.0,0.6793353714190145,0.7895664068087777,0.5691043360292513,1.0,0.6793353714190145,0.7500119025271402,0.6086588403108888,1.0,1.8924342497477915,2.036760647888436,1.7481078516071473,1.0,0.6793353714190145,0.7690636836466094,0.5896070591914196,1.0,3.841479773479451,4.485099542452606,3.1978600045062953,1.0,4.043662923495717,4.728176749156042,3.3591490978353917,1.0,5.038403991994246,5.518906610286492,4.557901373702,1.0,0.5499381558356154,0.6149731914551451,0.4849031202160859,1.0,3.2349303387965724,3.75032692343347,2.7195337541596754,1.0,0.8087325846991431,0.9414635995676776,0.6760015698306088,1.0,0.8329945625899753,0.8715670726786212,0.7944220525013296,1.0,1.6174651693982862,1.8419203037833527,1.3930100350132195,1.0,2.0218314617478588,2.2715391123059727,1.7721238111897453,3.9983426077894393,4.261996686317342,3.734688529261536,2.695490718626338,2.9591447971542406,2.431836640098435,0.26365454908929564,0.5273086276171983,4.7056139257373175e-7,0.26365454908928854,0.5273086276171912,4.705613854683044e-7,0.26365454908928854,0.5273086276171912,4.705613854683044e-7,-1.5599553256503382,-1.2963012471224356,-1.8236094041782414
1.0,2.426197756523628,3.0441446643665246,1.8082508503916181,1.0,0.29923105663791416,0.4117296391348308,0.18673247445246832,1.0,1.3344087648870278,1.7603952857043559,0.9084222452491131,1.0,1.4961552804216836,2.0012262258634785,0.9910843363782603,1.0,0.6793353714190145,0.9299478671484862,0.42872287638340445,1.0,0.6793353714190145,0.840019899037576,0.5186508442453345,1.0,1.8924342497477915,2.2205632445429475,1.564305255861115,1.0,0.7709991380211609,0.974998276607127,0.5670000000000001,1.0,3.841479773479451,5.304762378354337,2.378197172655902,1.0,4.043662923495717,5.599918996057235,2.4874068552429494,1.0,5.038403991994246,6.130836444878096,3.945971542134975,1.0,0.5499381558356154,0.6977966289855374,0.402079683095064,1.0,3.2349303387965724,4.406694932221537,2.0631657486158304,1.0,0.8517666548009324,1.1535333104373553,0.55,1.0,0.8329945625899753,0.920689946976825,0.7452991784459245,1.0,1.8103033011791756,2.32060660377121,1.3,1.0,2.0218314617478588,2.5895468722748225,1.4541160527927084,-2.0243702837407382,-1.4689858584297228,-2.579754707514081,0.5553848960365393,1.1107693213475547,4.7226319643822734e-7,0.5553848960365357,1.1107693213475511,4.7226319288551366e-7,-1.997986739033415,-1.4426023137223996,-2.5533711628067577,0.5553848960365357,1.1107693213475511,4.7226319288551366e-7,-2.887572819119984,-2.3321883938089685,-3.4429572428933266
1.0,2.426197756523628,2.991539941187424,1.8608555708333,1.0,0.29923105663791416,0.4021528345336884,0.1963092785552576,1.0,1.3344087648870273,1.7241318094716676,0.9446857195947396,1.0,1.4961552804216836,1.958230432966773,1.0340801270375715,1.0,0.6793353714190145,0.9086136703174145,0.4500570721042978,1.0,0.6793353714190145,0.8263411104762,0.5323296320949004,1.0,1.8924342497477915,2.192630205767027,1.5922382931834695,1.0,0.7536330544313601,0.9402661085238374,0.5670000000000001,1.0,3.841479773479451,5.18019572807213,2.502763816455971,1.0,4.043662923495717,5.467437679533345,2.619888164872841,1.0,5.038403991994246,6.0378396096379525,4.038968372535794,1.0,0.5499381558356154,0.6852096996700603,0.41466661175554864,1.0,3.2349303387965724,4.306944692701181,2.1629159829454325,1.0,0.8260777964914233,1.102155592481553,0.55,1.0,0.8329945625899753,0.9132245945958923,0.7527645304383791,1.0,1.7668620892682232,2.2337241776887318,1.3,1.0,2.0218314617478588,2.5412182672826384,1.5024446552699917,0.3820594661367025,0.7641184617311121,4.69848561335251e-7,-2.2227790462592294,-1.8407200506648198,-2.6048380425473705,-3.2342236740903867,-2.8521646784959773,-3.616282670378528,0.3820594661367025,0.7641184617311121,4.69848561335251e-7,-3.2342236740903885,-2.852164678495979,-3.6162826703785296,0.3820594661367025,0.7641184617311121,4.69848561335251e-7
1.0,2.426197756523628,3.8181477067202385,1.0342478053004842,1.0,0.3984075248727792,0.6518150495586759,0.145,1.0,1.459551555882443,2.419103111057238,0.5,1.0,1.7376923631288212,2.8753847254186193,0.6000000000000001,1.0,0.864514599521607,1.429029198626897,0.30000000000000004,1.0,0.6793353714190145,1.041283651080745,0.317387091490355,1.0,1.8924342497477915,2.63155784138052,1.1533106575699756,1.0,1.02651616134066,1.4860323223424368,0.5670000000000001,1.0,5.369102180673261,8.66520435891572,2.073,1.0,5.904533609010297,9.410062215435344,2.3990050000000003,1.0,5.038403991994246,7.49915147545188,2.577656506721865,1.0,0.5499381558356154,0.8829952384507209,0.21688107297488773,1.0,4.031446282458864,6.670892562971195,1.3920000000000001,1.0,1.2297413762618572,1.90948275202242,0.55,1.0,0.8329945625899753,1.0305318985333765,0.6354572265008948,1.0,2.4494784554089515,3.5989569099701875,1.3,1.0,2.0218314617478588,3.3006329694167977,0.7430299531358322,-1.0977236082383124,-0.5290306286117711,-1.6664165882842523,0.5686934515164666,1.1373864311430077,4.7147052673057743e-7,-2.860955706574784,-2.292262726948243,-3.429648686620724,-2.8609557065747886,-2.2922627269482474,-3.4296486866207285,0.5686934515164666,1.1373864311430077,4.7147052673057743e-7,-2.8609557065747886,-2.2922627269482474,-3.4296486866207285
1.0,2.3925725373705733,3.29650412492792,1.4886409508397587,1.0,0.3095627170688244,0.47412543432453114,0.145,1.0,1.3159148943694916,1.9390471847868007,0.6927826046598304,1.0,1.475419728648994,2.214236568328629,0.7366028898083821,1.0,0.6699203100618083,1.036515802734851,0.3033248178050825,1.0,0.6699203100618083,0.9049693382269844,0.434871282163561,1.0,1.8662065788131303,2.346193062157082,1.3862200960142657,1.0,0.8654095601944702,1.1638191207278235,0.5670000000000001,1.0,4.213487070620274,6.3539741436713495,2.073,1.0,4.675493486089148,6.951981974763546,2.3990050000000003,1.0,4.968575620437601,6.566583780849848,3.3705674618401003,1.0,0.5423164395262675,0.7586035390681485,0.32602934023000874,1.0,3.1900967133039995,4.904151781360753,1.4760416471937796,1.0,0.9914237021489858,1.4328474047992656,0.55,1.0,0.8214499040207892,0.9497305492091784,0.6931692589780794,1.0,2.046470721140342,2.7929414431283988,1.3,1.0,1.9938104458150003,2.824263492517316,1.1633574000557723,-3.6834972578045253,-3.3686528485848366,-3.998341666666667,-3.6834972578045253,-3.3686528485848366,-3.998341666666667,-3.6834972578045324,-3.3686528485848437,-3.9983416666666742,-3.6834972578045253,-3.3686528485848366,-3.998341666666667,-3.6834972578045253,-3.3686528485848366,-3.998341666666667,-3.6834972578045324,-3.3686528485848437,-3.9983416666666742
1.0,2.426197756523628,3.698621363516791,1.15377415021482,1.0,0.37664749305897993,0.6082949862425482,0.145,1.0,1.3771551377276743,2.2543102759271143,0.5,1.0,1.6399990447144286,2.6799980899882065,0.6000000000000001,1.0,0.8160398920277737,1.3320797843330925,0.30000000000000004,1.0,0.6793353714190145,1.0102032560632126,0.3484674869527691,1.0,1.8924342497477915,2.5680895104460784,1.2167789894128966,1.0,0.987057639756711,1.4071152797393442,0.5670000000000001,1.0,5.086066827445331,8.099133656511196,2.073,1.0,5.603514868171632,8.808024738066763,2.3990050000000003,1.0,5.038403991994246,7.287847794451544,2.7889601907467787,1.0,0.5499381558356154,0.8543957222415577,0.24548058959342156,1.0,3.8047977837374742,6.217595568772638,1.3920000000000001,1.0,1.1713721783462097,1.7927443570266155,0.55,1.0,0.8329945625899753,1.0135694241224749,0.6524197011545954,1.0,2.3507730686153554,3.4015461377958545,1.3,1.0,2.0218314617478588,3.1908226505377786,0.8528402735866636,-3.530809129965526,-3.063276593012926,-3.9983416666666702,-3.530809129965526,-3.063276593012926,-3.9983416666666702,0.08064773688337379,0.548180273835974,-0.3868847998177705,-3.0632765932643746,-2.5957440563117746,-3.530809129965519,0.2793395433226273,0.7468720802752276,-0.18819299337851703,0.46753302201590685,0.9350655589685071,4.853147625438758e-7
1.0,2.426197756523628,3.0155373216798678,1.8368581913673883,1.0,0.29923105663791416,0.406521609997689,0.19194050327813933,1.0,1.3344087648870273,1.7406745908902042,0.9281429388838504,1.0,1.4961552804216836,1.9778443828055297,1.0144661780378375,1.0,0.6793353714190145,0.9183459682541006,0.4403247745839282,1.0,0.6793353714190145,0.8325811412936881,0.5260896015443408,1.0,1.8924342497477915,2.2053727832259695,1.5794957162696135,1.0,0.7615551666342602,0.9561103332685204,0.5670000000000001,1.0,3.841479773479451,5.237020916436183,2.4459386305227184,1.0,4.043662923495717,5.527873404096319,2.5594524428951146,1.0,5.038403991994246,6.080263185031605,3.9965447989568865,1.0,0.5499381558356154,0.6909516428599638,0.40892466881126716,1.0,3.2349303387965724,4.352449056327095,2.11741162126605,1.0,0.837796617078689,1.125593234157378,0.55,1.0,0.8329945625899753,0.9166301614493756,0.749358963730575,1.0,1.786679231873171,2.273358463746342,1.3,1.0,2.0218314617478588,2.5632649553474702,1.4803979681482473,0.25313480767792385,0.506269145538842,4.6981700574377783e-7,-2.1931281482185634,-1.9399938103576453,-2.4462624860794815,0.25313480767792385,0.506269145538842,4.6981700574377783e-7,0.25313480767792385,0.506269145538842,4.6981700574377783e-7,-3.492072990944837,-3.238938653083919,-3.7452073288057552,3.9983426063006746,4.251476944161593,3.7452082684397565
1.0,2.426197756523628,2.849031434474869,2.0033640785723867,1.0,0.29923105663791416,0.37620885003366306,0.22225326324216527,1.0,1.3344087648870273,1.6258924588237835,1.042925070950271,1.0,1.4961552804216836,1.8417529406364659,1.1505576202069012,1.0,0.6793353714190145,0.8508183936089609,0.507852349229068,1.0,0.6793353714190145,0.7892846711735615,0.5693860716644674,1.0,1.8924342497477915,2.1169583762556834,1.6679101232398994,1.0,0.706587568078128,0.8461751361562557,0.5670000000000001,1.0,3.841479773479451,4.842739198599225,2.8402203483596766,1.0,4.043662923495717,5.108539971415885,2.9787858755755483,1.0,5.038403991994246,5.785907096392995,4.290900887595495,1.0,0.5499381558356154,0.6511111550443611,0.4487651566268695,1.0,3.2349303387965724,4.036716910494867,2.4331437670982776,1.0,0.8087325846991431,1.0152181310565234,0.6022470383417627,1.0,0.8329945625899753,0.8930006269444015,0.772988498235549,1.0,1.6491779302834733,1.9983558605669467,1.3,1.0,2.0218314617478588,2.4102939526448006,1.6333689708509167,-2.586504937075097,-2.252444829453217,-2.9205650446969775,-3.664281559044788,-3.330221451422908,-3.9983416666666685,-3.6642815590447952,-3.330221451422915,-3.9983416666666756,-3.3302214514229047,-2.9961613438010244,-3.664281559044785,-3.3302214514228976,-2.9961613438010173,-3.664281559044778,0.0876756685857826,0.4217357762076628,-0.2463844390360976
1.0,2.426197756523628,2.9889543204897935,1.8634411928996408,1.0,0.29923105663791416,0.4016821166456849,0.19677999669243773,1.0,1.3344087648870273,1.7223493916762913,0.9464681383336466,1.0,1.4961552804216836,1.9561171091945666,1.0361934519284752,1.0,0.6793353714190145,0.9075650545741868,0.45110568840261484,1.0,0.6793353714190145,0.8256687723916065,0.5330019705353989,1.0,1.8924342497477915,2.191257244579476,1.5936112550978034,1.0,0.7527794783918205,0.9385589568966022,0.5670000000000001,1.0,3.841479773479451,5.174073043838861,2.5088865039303103,1.0,4.043662923495717,5.460925974626406,2.6263998732267795,1.0,5.038403991994246,6.033268640959106,4.043539343634302,1.0,0.5499381558356154,0.6845910285129684,0.4152852832401368,1.0,3.2349303387965724,4.302041781549661,2.1678188966923297,1.0,0.8248151402441044,1.0996302806553073,0.55,1.0,0.8329945625899753,0.9128576585402547,0.753131466688256,1.0,1.7647268710755888,2.22945374243375,1.3,1.0,2.0218314617478588,2.538842825805075,1.5048200980050062,-3.5417435954577385,-3.085145523971184,-3.9983416666666636,-0.10095286657588609,0.3556452049106686,-0.5575509377848111,-3.5417435954577385,-3.085145523971184,-3.9983416666666636,-3.5417435954577385,-3.085145523971184,-3.9983416666666636,-3.5417435954577385,-3.085145523971184,-3.9983416666666636,-3.0851455242488193,-2.6285474527622648,-3.5417435954577443
1.0,2.426197756523628,3.1653878026817934,1.6870077103654624,1.0,0.29923105663791416,0.43380221693210164,0.16465989634372669,1.0,1.3344087648870273,1.8439751887807958,0.8248423409932588,1.0,1.4961552804216836,2.1003227432503593,0.8919878175930075,1.0,0.6793353714190145,0.9791188316724933,0.3795519111655356,1.0,0.6793353714190145,0.8715467117134211,0.4871240311246078,1.0,1.8924342497477915,2.284943191422321,1.4999253080732622,1.0,0.8110244149679007,1.0550488299358014,0.5670000000000001,1.0,3.841479773479451,5.591863054812899,2.091096492146003,1.0,4.260603437520036,6.122201875040069,2.3990050000000003,1.0,5.038403991994246,6.345175148258672,3.731632835729817,1.0,0.5499381558356154,0.7268069291968915,0.37306938247433946,1.0,3.2349303387965724,4.6365988525591,1.833261825034044,1.0,0.9109742281704125,1.2719484563408248,0.55,1.0,0.8329945625899753,0.937896058835109,0.7280930663448416,1.0,1.9104264250053822,2.5208528500107645,1.3,1.0,2.0218314617478588,2.7009344318994906,1.342728491596227,-0.27622671755603523,0.17779103373365973,-0.7302444688457301,-3.0903061640872815,-2.6362884127975867,-3.5443239153769763,0.45401824236844845,0.9080359936581435,4.910787534950778e-7,0.45401824236844135,0.9080359936581364,4.910787463896504e-7,0.45401824236844135,0.9080359936581364,4.910787463896504e-7,-3.090306164087278,-2.636288412797583,-3.5443239153769728
