gen39 state,gen39 power,gen39 upperbound,gen39 lowerbound,gen55 state,gen55 power,gen55 upperbound,gen55 lowerbound,gen58 state,gen58 power,gen58 upperbound,gen58 lowerbound,gen52 state,gen52 power,gen52 upperbound,gen52 lowerbound,gen26 state,gen26 power,gen26 upperbound,gen26 lowerbound,gen17 state,gen17 power,gen17 upperbound,gen17 lowerbound,gen49 state,gen49 power,gen49 upperbound,gen49 lowerbound,gen45 state,gen45 power,gen45 upperbound,gen45 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen47 state,gen47 power,gen47 upperbound,gen47 lowerbound,gen9 state,gen9 power,gen9 upperbound,gen9 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen34 state,gen34 power,gen34 upperbound,gen34 lowerbound,gen10 state,gen10 power,gen10 upperbound,gen10 lowerbound,gen19 state,gen19 power,gen19 upperbound,gen19 lowerbound,gen27 state,gen27 power,gen27 upperbound,gen27 lowerbound,gen41 state,gen41 power,gen41 upperbound,gen41 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1.0,1.8472434947232461,2.4306473817503615,1.2638396083934966,1.0,0.25280425263429324,0.36060850539744915,0.145,1.0,1.0159839211833994,1.4170142766952305,0.6149535661509358,1.0,1.139133486305272,1.608837762388668,0.6694292107833317,1.0,0.5339709328121249,0.7679418659039243,0.30000000000000004,1.0,0.5172281782121722,0.668976913924689,0.3654794426810466,1.0,1.4408499256247795,1.7992031127651584,1.082496738912754,1.0,0.7728172447398218,0.9786344897256649,0.5670000000000001,1.0,3.4744067343584444,4.875813470392044,2.073,1.0,3.888449139668481,5.377893281117351,2.3990050000000003,1.0,3.836108978739949,4.887890646909202,2.784327311827931,1.0,0.4187085237120268,0.5582681310083899,0.279148916582485,1.0,2.4776251282482598,3.563250257794209,1.3920000000000001,1.0,0.8492766310947406,1.148553262547218,0.55,1.0,0.7204249619694925,0.8177941084669867,0.6230558155883874,1.0,0.6342202661538001,0.7801399681245597,0.48830056435746416,1.0,1.8130770783654748,2.3261541573442504,1.3,1.0,1.5393695773966694,2.0751777133783653,1.0035614420554464,3.9983416666666667,4.476072464383546,3.520610869520837,3.9983416666666667,4.476072464383546,3.520610869520837,3.9983416666666667,4.476072464383546,3.520610869520837,3.9983416666666667,4.476072464383546,3.520610869520837,3.9983416666666667,4.476072464383546,3.520610869520837,3.9983416666666667,4.476072464383546,3.520610869520837
1.0,2.4240475500062386,2.753151166681185,2.09494393298261,1.0,0.29896586450076945,0.3597792568456267,0.23815247209148105,1.0,1.3332261513035273,1.5594511445375014,1.1070011578298702,1.0,1.4948293197384133,1.7597939171024155,1.2298647220936838,1.0,0.6787333135945068,0.8107185162809338,0.5467481107682428,1.0,0.6787333135945068,0.7643362018497213,0.5931304252485969,1.0,1.8907570886645302,2.092907490054316,1.6886066870605678,1.0,0.6831034427038899,0.7992068852847694,0.5670000000000001,1.0,3.8380752798337276,4.6286219928690056,3.047528565960874,1.0,4.040079245970318,4.880288686952929,3.1998698040975135,1.0,5.0339387298070655,5.627258655580585,4.440618803404931,1.0,0.5494507756937209,0.628177662031442,0.47072388927258946,1.0,3.2320633967762538,3.844474737241276,2.619652055662389,1.0,0.8080158491940634,0.9768406102000317,0.6391910880092273,1.0,0.9453785432261719,1.000305394036456,0.8904516923576935,1.0,0.8322563250194333,0.9145710005479414,0.7499416494037138,1.0,1.6160316983881269,1.9054633015702371,1.326600094899367,1.0,2.0200396229851596,2.3222940290948024,1.7177852165552812,1.6423364933074223,1.9118289269742563,1.3728440593550635,0.2694926744725059,0.5389851081393402,2.4052014691022805e-7,0.2694926744710635,0.5389851081364545,2.4052014779840647e-7,3.998341677614281,4.267834111281116,3.728849243661922,-2.1117452723583674,-1.8422528386915333,-2.3812377063107264,0.2694926744725059,0.5389851081393401,2.405201470767615e-7
1.0,2.4240475500062386,2.589937067859106,2.2581580311073246,1.0,0.29896586450076945,0.3296197492468911,0.2683119795613541,1.0,1.3332261513035273,1.4472581860560307,1.219194115831974,1.0,1.4948293197384133,1.6283886216655243,1.3612700169691196,1.0,0.6787333135945068,0.7452623960110937,0.6122042307584086,1.0,0.6787333135945068,0.7218827083138492,0.6355839186030781,1.0,1.8907570886645302,1.9926539713518974,1.7888602053346336,1.0,0.6787333135945068,0.7372569612693467,0.6202096655506353,1.0,3.8380752798337276,4.2365619764874465,3.4395885806672775,1.0,4.040079245970318,4.463599170996541,3.6165593182735125,1.0,5.0339387298070655,5.333010363882367,4.734867093845913,1.0,0.5494507756937209,0.5891342205266025,0.5097673306106082,1.0,3.2320633967762538,3.5407583391892175,2.9233684524167582,1.0,0.8080158491940634,0.8931144527520036,0.7229172450995185,1.0,0.9453785432261719,0.9730652301430589,0.9176918561347016,1.0,0.8322563250194333,0.8737482477567228,0.7907644020205089,1.0,1.6160316983881269,1.7619239544148524,1.470139441441451,1.0,2.0200396229851596,2.1723954014023783,1.867683843607234,0.9626095104010091,1.0984511348038914,0.8267678851415521,3.9983426063079577,4.13418423071084,3.862500981048501,1.8461100475857246,1.981951671988607,1.7102684223262676,0.13584209508098155,0.2716837194847517,4.6982063686695774e-7,3.9983426063079506,4.134184230710833,3.862500981048494,0.13584209508010048,0.27168371948298287,4.698206435282959e-7
1.0,2.4240475500062386,2.5243504801745678,2.3237446201865923,1.0,0.29896586450076945,0.31750033552024204,0.28043139354572816,1.0,1.3332261513035273,1.402174131662825,1.2642781711839133,1.0,1.4948293197384133,1.575584207135262,1.4140744326222927,1.0,0.6787333135945068,0.7189592542938612,0.6385073730349897,1.0,0.6787333135945068,0.704823031506512,0.6526435957731972,1.0,1.8907570886645302,1.9523677078335264,1.8291464697097108,1.0,0.6787333135945068,0.7141188727419615,0.6433477545700629,1.0,3.8380752798337276,4.079015056046208,3.5971355044588256,1.0,4.040079245970318,4.296155036741369,3.7840034560894633,1.0,5.0339387298070655,5.214768486962602,4.853108973280147,1.0,0.5494507756937209,0.5734448522781231,0.5254566991927292,1.0,3.2320633967762538,3.418711761621258,3.0454150325800944,1.0,0.8080158491940634,0.8594696083017662,0.7565620902652291,1.0,0.9453785432261719,0.9621189368348864,0.9286381496756517,1.0,0.8322563250194333,0.8573438741469148,0.8071687759791633,1.0,1.6160316983881269,1.7042435453917903,1.527819851691114,1.0,2.0200396229851596,2.112159554377555,1.9279196919130004,0.10000048157938579,0.18213534545016544,0.017865617994131347,0.10000048157938579,0.18213534545016544,0.017865617994131347,3.9983426063242646,4.080477470195044,3.9162077427390103,-2.416774161427907,-2.334639297557127,-2.498909025013161,0.5506005952671367,0.6327354591379163,0.4684657316818822,0.1000004815793929,0.18213534545017254,0.017865617994138452
1.0,2.4240475500062386,2.7010164250390254,2.1470786749734514,1.0,0.29896586450076945,0.35014554169440765,0.24778618730713128,1.0,1.3332261513035273,1.523613855071,1.1428384475360547,1.0,1.4948293197384133,1.7178197177075332,1.2718389217692934,1.0,0.6787333135945068,0.7898101637317692,0.5676564634572445,1.0,0.6787333135945068,0.7507754743557533,0.6066911528332604,1.0,1.8907570886645302,2.060883961854307,1.720630215474754,1.0,0.6787333135945068,0.7764443026257251,0.5810223245632886,1.0,3.8380752798337276,4.503388034468419,3.1727625251990363,1.0,4.040079245970318,4.747187438861217,3.33297105307942,1.0,5.0339387298070655,5.533268254156647,4.534609205457484,1.0,0.5494507756937209,0.6157061920397808,0.48319535934766106,1.0,3.2320633967762538,3.7474599814131513,2.7166668121393567,1.0,0.8080158491940634,0.9500963422798804,0.6659353561082466,1.0,0.9453785432261719,0.9916041916457209,0.899152894806623,1.0,0.8322563250194333,0.9015311731969232,0.7629814768419434,1.0,1.6160316983881269,1.8596131768969513,1.3724502198793023,1.0,2.0200396229851596,2.2744125881919675,1.7656666577783517,3.9983426077894464,4.225143567732329,3.7715416478465635,3.998342607789443,4.225143567732325,3.77154164784656,0.09332335155335869,0.3201243114962413,-0.13347760838952424,0.22680143050427404,0.45360239044715667,4.7056139110268624e-7,0.22680143050426693,0.45360239044714956,4.705613839972589e-7,-2.5240818525251454,-2.2972808925822625,-2.7508828124680282
1.0,2.4240475500062386,3.0537419075519083,1.794353194203981,1.0,0.29896586450076945,0.41532389912118567,0.18260783020250956,1.0,1.3332261513035277,1.7660764591016949,0.9003758447037775,1.0,1.4948293197384133,2.0018025143668567,0.9878561265136083,1.0,0.6787333135945068,0.9312687863154043,0.4261978415727952,1.0,0.6787333135945068,0.8425226279403328,0.5149439997021584,1.0,1.8907570886645302,2.2775439870183916,1.5039701913815522,1.0,0.7891479156657255,1.011295831946504,0.5670000000000001,1.0,3.8380752798337276,5.350677327796836,2.325473236058506,1.0,4.040079245970318,5.647704070907794,2.432454425483816,1.0,5.0339387298070655,6.169174535641472,3.8987029271157465,1.0,0.5494507756937209,0.7000838091889621,0.39881774261553216,1.0,3.2320633967762538,4.4038279902012185,2.0602988065955117,1.0,0.8730228831855191,1.1960457672653801,0.55,1.0,0.9453785432261719,1.0504734929032218,0.8402835938400948,1.0,0.8322563250194333,0.9897540980527185,0.6747585524222064,1.0,1.8537874325294452,2.407574866592142,1.3,1.0,2.0200396229851596,2.598361721032915,1.441717526538584,-1.6148437116129415,-1.09920712701452,-2.130480294783739,-2.199727582291597,-1.6840909976931755,-2.715364165462394,0.5156370554339915,1.031273640032413,4.72263194106759e-7,0.5156370554339915,1.031273640032413,4.72263194106759e-7,-2.9670685003250723,-2.451431915726651,-3.48270508349587,0.5156370554339915,1.031273640032413,4.72263194106759e-7
1.0,2.4240475500062386,3.000137144835702,1.8479579541307283,1.0,0.29896586450076945,0.4054185462127325,0.19251318259551276,1.0,1.3332261513035273,1.729228680869102,0.937223621018903,1.0,1.4948293197384133,1.9586447863740917,1.0310138522605525,1.0,0.6787333135945068,0.9097708898670518,0.4476957369024508,1.0,0.6787333135945068,0.8285795343970159,0.5288870925199115,1.0,1.8907570886645302,2.2446175050521107,1.5368966716344203,1.0,0.7702368589319915,0.9734737174949515,0.5670000000000001,1.0,3.8380752798337276,5.221912200884881,2.454238356269845,1.0,4.040079245970318,5.510849823692777,2.569308665577278,1.0,5.0339387298070655,6.072533926956517,3.9953435307717635,1.0,0.5494507756937209,0.6872606864771642,0.41164086466004646,1.0,3.2320633967762538,4.304077750680863,2.160049040925114,1.0,0.8455245199804926,1.1410490394243806,0.55,1.0,0.9453785432261719,1.0415269464198331,0.8492301398579273,1.0,0.8322563250194333,0.9763465922515129,0.688166057525719,1.0,1.8066444938995279,2.3132889868791056,1.3,1.0,2.0200396229851596,2.5491301875629007,1.4909490574467115,-2.2066763156441818,-1.8246173200497722,-2.588735311932323,0.3820594661367025,0.7641184617311121,4.69848561335251e-7,0.3820594661367025,0.7641184617311121,4.69848561335251e-7,-3.2342236740903814,-2.852164678495972,-3.6162826703785225,0.3820594661367025,0.7641184617311121,4.69848561335251e-7,-3.2342236740903814,-2.852164678495972,-3.6162826703785225
1.0,2.4240475500062386,3.842459097180156,1.005636001786273,1.0,0.4071010940562648,0.6692021879192358,0.145,1.0,1.4750125086470351,2.4500250165750206,0.5,1.0,1.7419772549681742,2.883954509094165,0.6000000000000001,1.0,0.8688461815644106,1.4376923627093097,0.30000000000000004,1.0,0.6787333135945068,1.0476752486585648,0.3097913782583624,1.0,1.8907570886645302,2.762009937521304,1.0195042391652265,1.0,1.0673970038635847,1.5677940073581378,0.5670000000000001,1.0,5.480196184914894,8.887392367317059,2.073,1.0,6.020243763809367,9.641482524948149,2.3990050000000003,1.0,5.0339387298070655,7.591102465618409,2.476774992109871,1.0,0.5494507756937209,0.8887576656716725,0.21014388546553814,1.0,4.031446282458864,6.670892562971195,1.3920000000000001,1.0,1.2776218750061825,2.0052437494757602,0.55,1.0,0.9453785432261719,1.1821090909677845,0.7086479953099758,1.0,0.8322563250194333,1.1870263134235084,0.4774863363537232,1.0,2.547428188486922,3.794856376053893,1.3,1.0,2.0200396229851596,3.3227331155138566,0.717346129495755,0.07532117849433312,0.6440141581208745,-0.4933718015516067,-2.7708237635931074,-2.2021307839665663,-3.3395167436390474,-3.4296486866207303,-2.860955706994189,-3.9983416666666702,0.07532117849433302,0.6440141581208744,-0.4933718015516068,-3.4296486866207374,-2.860955706994196,-3.9983416666666773,0.5686934515164594,1.1373864311430006,4.714705196251501e-7
1.0,2.3855738938591093,3.3066896289941914,1.4644581597700745,1.0,0.3152083164509991,0.485416633095292,0.145,1.0,1.3120656404416504,1.9452382656895089,0.6788930159128422,1.0,1.4711038984915752,2.2127033447437054,0.7295044530816279,1.0,0.669408419420306,1.0388168392601236,0.30000000000000004,1.0,0.6679606898797741,0.907551394295423,0.42836998573621166,1.0,1.8607476368751708,2.4265387924549557,1.2949564819379153,1.0,0.8919575584238548,1.2169151172167414,0.5670000000000001,1.0,4.285631460165284,6.498262922843301,2.073,1.0,4.750635601445623,7.102266205561829,2.3990050000000003,1.0,4.9540417707908055,6.614662596295004,3.2934209471724585,1.0,0.5407300803369984,0.7610758015919856,0.32038435933224263,1.0,3.180765188631379,4.894820256688132,1.4667101225211592,1.0,1.0225172735491737,1.495034547634952,0.55,1.0,0.9303738173490479,1.0841065142848612,0.7766411205878181,1.0,0.81904703641658,1.0494344859010247,0.5886595871937703,1.0,2.1100792277131806,2.9201584563463117,1.3,1.0,1.9879782428946124,2.8339467323764094,1.142009754373523,-3.6834972578045324,-3.3686528485848437,-3.9983416666666742,-3.6834972578045253,-3.3686528485848366,-3.998341666666667,-3.6834972578045253,-3.3686528485848366,-3.998341666666667,-3.6834972578045324,-3.3686528485848437,-3.9983416666666742,-3.6834972578045253,-3.3686528485848366,-3.998341666666667,-3.6834972578045253,-3.3686528485848366,-3.998341666666667
1.0,2.4240475500062386,3.7206605042298166,1.1274345964800259,1.0,0.38459454793866543,0.6241890960061935,0.145,1.0,1.391288462892423,2.282576926264213,0.5,1.0,1.6439159941148591,2.687831988791174,0.6000000000000001,1.0,0.8199995223572143,1.3399990449941033,0.30000000000000004,1.0,0.6787333135945068,1.0159943104564535,0.34147231691395125,1.0,1.8907570886645302,2.6871957051455446,1.094318472611869,1.0,1.0244280560035404,1.481856112253102,0.5670000000000001,1.0,5.187621221259712,8.30224244419458,2.073,1.0,5.709289025012979,9.019573051806347,2.3990050000000003,1.0,5.0339387298070655,7.37151954866739,2.6963579122039762,1.0,0.5494507756937209,0.8596214802958473,0.2392800712584156,1.0,3.8047977837374742,6.217595568772638,1.3920000000000001,1.0,1.2151411923330868,1.8802823850239103,0.55,1.0,0.9453785432261719,1.1617811066949968,0.7289759798737359,1.0,0.8322563250194333,1.1565623162185235,0.5079503339947666,1.0,2.4403118860782516,3.580623772769804,1.3,1.0,2.0200396229851596,3.2108711987438676,0.8292080478669228,-3.530809129965526,-3.063276593012926,-3.9983416666666702,-3.530809129965526,-3.063276593012926,-3.9983416666666702,0.08064773688335922,0.5481802738359595,-0.3868847998177851,-3.530809129965519,-3.063276593012919,-3.998341666666663,0.41761304771346663,0.8851455846660669,-0.049919488987677674,0.46753302201589975,0.9350655589685,4.853147554384485e-7
