gen2 state,gen2 power,gen11 state,gen11 power,gen39 state,gen39 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen17 state,gen17 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen47 state,gen47 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen9 state,gen9 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen41 state,gen41 power,gen15 state,gen15 power
0.0,0.0,1.0,9.462562498120919,1.0,1.470864638410937,1.0,2.2896459548462613,1.0,1.1178571246557398,1.0,2.696585165026878,1.0,5.750000000000003,1.0,1.961152849253429,1.0,1.421835816561837,0.0,0.0,1.0,1.823872151848425,1.0,5.24,0.0,0.0,1.0,1.0639254209221314,1.0,1.3335839368522118,1.0,2.2062969576164044,0.0,0.0,1.0,0.41184209850795706,1.0,1.5,1.0,1.147274417754021,1.0,0.8334899610994055,1.0,1.4855732846613434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0544955562366853,1.0,2.0788220167162126,1.0,1.823872151848425,1.0,2.9417292679966853,1.0,2.700000000000001,1.0,0.33339598330621567,0.0,0.0,1.0,0.5687343259650032,1.0,1.6914943351874745,1.0,1.2257205307833932,1.0,3.3399999999999994,1.0,1.176691708610704,1.0,3.4124059557900197,1.0,1.0,1.0,1.0590225385121297,1.0,0.5736372082058545,1.0,0.5049968588948563,1.0,1.6179511007958738,0.0,0.0,0.0,0.0,1.0,1.37,1.0,5.883458550113669,1.0,1.0050908353428913,1.0,1.0,0.0,0.0,1.0,1.2257205307833932,1.0,1.377709877068955
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.75,1.0,2.1600000000000006,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,2.0000000000000004,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.5000000000000002,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.268112965535812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.5,1.0,2.7000000000000006,1.0,0.509015448919284,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.34,1.0,1.7965251181444275,1.0,5.209922843869221,1.0,1.0000000000000002,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,1.0,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.749999999999999,1.0,2.16,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,2.0000000000000004,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.5,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.268112965535812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.5,1.0,2.7000000000000006,1.0,0.509015448919284,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.34,1.0,1.7965251181444277,1.0,5.209922843869221,1.0,1.0,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,1.0,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.75,1.0,2.16,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,1.9999999999999998,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.4999999999999998,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.2681129655358125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.5000000000000004,1.0,2.7,1.0,0.509015448919284,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.3399999999999994,1.0,1.7965251181444275,1.0,5.209922843869221,1.0,1.0,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,0.9999999999999999,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.75,1.0,2.16,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,2.0000000000000004,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.5,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.268112965535812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.5,1.0,2.7000000000000006,1.0,0.509015448919284,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.34,1.0,1.7965251181444275,1.0,5.209922843869221,1.0,1.0000000000000002,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,1.0,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.75,1.0,2.16,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,2.0000000000000004,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.4999999999999998,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.268112965535812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.4999999999999996,1.0,2.6999999999999997,1.0,0.509015448919284,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.34,1.0,1.7965251181444275,1.0,5.209922843869221,1.0,1.0,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,1.0,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.75,1.0,2.16,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,2.0,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.4999999999999998,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.268112965535811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.5,1.0,2.7,1.0,0.509015448919284,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.34,1.0,1.7965251181444275,1.0,5.209922843869221,1.0,1.0,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,1.0,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.75,1.0,2.16,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,2.0,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.5,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.268112965535812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.4999999999999996,1.0,2.7,1.0,0.5090154489192841,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.3399999999999994,1.0,1.7965251181444275,1.0,5.209922843869221,1.0,0.9999999999999998,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,1.0,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
0.0,0.0,1.0,14.031710492384455,1.0,2.181094897261335,1.0,3.3952377249652863,1.0,1.657632121122951,1.0,3.998673970315098,1.0,5.75,1.0,2.1600000000000006,1.0,2.108391733175934,1.0,0.5,1.0,2.7045576729286025,1.0,5.239999999999999,0.0,0.0,1.0,1.5776586410744622,1.0,1.9775260372568721,1.0,3.2716423458920016,0.0,0.0,1.0,0.6107065708667498,1.0,1.5,1.0,1.7012540195576153,1.0,1.2359537741259934,1.0,2.202905846035686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.529407055847621,1.0,3.08261411320128,1.0,2.7045576729286025,1.0,3.4999999999999996,1.0,2.7,1.0,0.49438150796950026,0.0,0.0,1.0,0.8433566922920797,1.0,2.5082591333554913,1.0,1.817579079233533,1.0,3.34,1.0,1.7448759146682917,1.0,5.060140153752478,1.0,1.0,1.0,1.570388324332141,1.0,0.8506270087835733,1.0,0.7488425809587291,1.0,2.3992043848281828,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.72437958381071,1.0,1.4904148451205386,1.0,1.0,0.0,0.0,1.0,1.817579079233533,1.0,2.0429588857530976
0.0,0.0,1.0,14.44705617069143,1.0,2.245656401722716,1.0,3.4957384669564004,1.0,1.7066988644900487,1.0,4.117036728257571,1.0,5.749999999999999,1.0,2.16,1.0,2.1708011874636393,1.0,0.5,1.0,2.784613938470322,1.0,5.24,0.0,0.0,1.0,1.6243581292637013,1.0,2.0,1.0,3.368484602584073,0.0,0.0,1.0,0.6287837921050903,1.0,1.5000000000000002,1.0,1.7516119930284282,1.0,1.2725386266248413,1.0,2.268112965535812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.663479779694115,1.0,3.173861039262157,1.0,2.784613938470322,1.0,3.5,1.0,2.6999999999999997,1.0,0.509015448919284,0.0,0.0,1.0,0.8683204739782037,1.0,2.582504863530627,1.0,1.8713803328975493,1.0,3.3399999999999994,1.0,1.7965251181444275,1.0,5.209922843869221,1.0,0.9999999999999998,1.0,1.6168726074941322,1.0,0.8758059954895202,1.0,0.7710086974776136,1.0,2.470222039671786,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.982625601501287,1.0,1.5345318731294435,1.0,0.9999999999999999,0.0,0.0,1.0,1.8713803328975493,1.0,2.1034314948920123
