gen55 state,gen55 power,gen55 upperbound,gen55 lowerbound,gen58 state,gen58 power,gen58 upperbound,gen58 lowerbound,gen52 state,gen52 power,gen52 upperbound,gen52 lowerbound,gen26 state,gen26 power,gen26 upperbound,gen26 lowerbound,gen45 state,gen45 power,gen45 upperbound,gen45 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen34 state,gen34 power,gen34 upperbound,gen34 lowerbound,gen27 state,gen27 power,gen27 upperbound,gen27 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1.0,0.22713819933259743,0.3092763995711398,0.145,1.0,0.9000915871759668,1.3001831787647515,0.5,1.0,1.0538063670157982,1.5076127390368628,0.6000000000000001,1.0,0.4968807999084633,0.6937616019884272,0.30000000000000004,1.0,0.6599413332703262,0.7528826675657505,0.5670000000000001,1.0,3.0520799778403043,4.03115996647939,2.073,1.0,3.352298609337696,4.305592229189762,2.3990050000000003,1.0,2.3425640069234293,3.2931280243311227,1.3920000000000001,1.0,0.7145009102594839,0.8790018223333339,0.55,1.0,1.54604637989112,1.792092762496013,1.3,3.9983416666666667,4.956054653448754,3.0406286904476936,3.9983416666666667,4.956054653448754,3.0406286904476936,3.9983416666666667,4.956054653448754,3.0406286904476936,3.9983416666666667,4.956054653448754,3.0406286904476936,3.9983416666666667,4.956054653448754,3.0406286904476936,3.9983416666666667,4.956054653448754,3.0406286904476936
1.0,0.2769642895458016,0.313890099845285,0.2400384791766303,1.0,1.2351110198358937,1.41497503159316,1.0552470077391807,1.0,1.3848214451670884,1.588833317320132,1.1808095726290246,1.0,0.6287837921050903,0.7172929526187332,0.5402746314244092,1.0,0.6287837921050903,0.6705662279170126,0.5870013562143145,1.0,3.5556226289497213,3.9957749797866313,3.115470277282138,1.0,3.742760665795099,4.171320571711416,3.314200759069987,1.0,2.994208532636079,3.4215413264199013,2.5668757380457765,1.0,0.7485521331590197,0.8225046845381608,0.6745995816403123,1.0,1.4971042663180387,1.6077161621540417,1.3864923702732845,-0.6894514069412019,-0.4414469845430729,-0.937455829807375,0.24800466337642035,0.49600908577454933,2.405102472180509e-7,-3.5023328209343307,-3.254328398536202,-3.750337243800504,0.019337544516151273,0.26734196691428025,-0.22866687835002186,0.24800466337642035,0.49600908577454933,2.405102472180509e-7,0.24800466337642035,0.49600908577454933,2.405102472180509e-7
1.0,0.2769642895458016,0.2964936601862788,0.25743491890532433,1.0,1.2351110198358937,1.3302377326148933,1.139984307056893,1.0,1.3848214451670884,1.4927195098004915,1.2769233805336846,1.0,0.6287837921050903,0.6755946321849519,0.5819729520252285,1.0,0.6287837921050903,0.6508817411714753,0.6066858430387052,1.0,3.5556226289497213,3.788410977480332,3.322834280419109,1.0,3.742760665795099,3.9694179869590136,3.5161033446311842,1.0,2.994208532636079,3.2202168571372645,2.7682002081348918,1.0,0.7485521331590197,0.7876642548424371,0.7094400114756021,1.0,1.4971042663180387,1.555604829840063,1.438603702796014,2.9666089207453203,3.194317000929057,2.7389008405615822,0.2277085500065219,0.45541663019028333,4.6982275922480277e-7,0.2277085500065219,0.45541663019028333,4.6982275922480277e-7,0.2277085500065006,0.45541663019023737,4.6982276255547184e-7,3.998342606312189,4.226050686495926,3.770634526128451,-3.5429255063039005,-3.315217426122518,-3.7706335864852845
1.0,0.2769642895458016,0.2882183955191388,0.2657101835027764,1.0,1.2351110198358937,1.289929279277966,1.180292760054374,1.0,1.3848214451670884,1.4469993963185461,1.3226434936306102,1.0,0.6287837921050903,0.6557592725062769,0.6018083115368652,1.0,0.6287837921050903,0.6415180816613065,0.6160495024700203,1.0,3.5556226289497213,3.689770563972866,3.4214746930959015,1.0,3.742760665795099,3.8733755001884047,3.612145830592997,1.0,2.994208532636079,3.1244493725288374,2.863967691936839,1.0,0.7485521331590197,0.7710911063994027,0.7260131597790701,1.0,1.4971042663180387,1.5308161331004861,1.4633923993268396,2.9321007061469135,3.0633210568970553,2.8008803545842254,-2.9287145702448925,-2.7974942194947507,-3.0599349218075806,0.1312208213892916,0.2624411721394333,4.6982660326100323e-7,3.9983426063198593,4.129562957070001,3.867122254757171,-3.7359009635412996,-3.604680612791158,-3.867121315103988,-3.735900963541289,-3.6046806127911473,-3.867121315103977
1.0,0.2769642895458016,0.3146080260865371,0.23932055293537807,1.0,1.2351110198358937,1.4184720190079283,1.0517500203244121,1.0,1.3848214451670884,1.5927997970089391,1.1768430929402174,1.0,0.6287837921050903,0.7190137828025146,0.5385538012406276,1.0,0.6287837921050903,0.6713785785966463,0.5861890055346807,1.0,3.5556226289497213,4.004332596268213,3.1069126608005546,1.0,3.742760665795099,4.1796528032836004,3.3058685274978012,1.0,2.994208532636079,3.4298496999915784,2.558567364474098,1.0,0.7485521331590197,0.8239424993569022,0.6731617668215707,1.0,1.4971042663180387,1.6098667224794958,1.3843418099478302,-1.3491043866162167,-0.9101868640583155,-1.7880219099866645,0.4389179928261271,0.8778355153840283,4.6945567921952147e-7,0.4389179928261271,0.8778355153840283,4.6945567921952147e-7,-3.120506619926573,-2.68158909736907,-3.5594241432966225,0.4389179928261342,0.8778355153840354,4.6945568632494883e-7,3.9983426055780384,4.437260128135939,3.5594250822075906
1.0,0.2769642895458016,0.35327445004044533,0.20065412870271737,1.0,1.2351110198358937,1.606814483973537,0.8634075540010118,1.0,1.3848214451670884,1.8064284073582286,0.9632144810508447,1.0,0.6287837921050903,0.8116950996502295,0.44587248372475824,1.0,0.6533467685980133,0.7396935368017581,0.5670000000000001,1.0,3.5556226289497213,4.465232905936094,2.6460123478099686,1.0,3.742760665795099,4.628414221852637,2.8571071056935713,1.0,2.994208532636079,3.877326162656623,2.1110908985831234,1.0,0.7485521331590197,0.9013810357331521,0.5957232298870538,1.0,1.5285883909911642,1.7571767809385688,1.3,-1.3796798377759172,-0.8441753902745409,-1.9151842877224652,-3.4628372167201107,-2.9273327692187343,-3.9983416666666587,-2.901718579703643,-2.3662141322022667,-3.437223029650191,0.07706870586348835,0.6125731533648646,-0.45843574408305965,-2.92733276677357,-2.3918283192721934,-3.462837216720118,0.1570547516844883,0.6925591991858646,-0.3784496982620597
1.0,0.2769642895458016,0.3449826189173213,0.20894596010459404,1.0,1.2351110198358937,1.5664253361519198,0.9037967031804213,1.0,1.3848214451670884,1.7606167656559724,1.0090261242931848,1.0,0.6287837921050903,0.791820031076883,0.46574755296625925,1.0,0.6439643634320247,0.7209287267851958,0.5670000000000001,1.0,3.5556226289497213,4.3663950217573735,2.744850235311395,1.0,3.742760665795099,4.532179465264242,2.9533418655171615,1.0,2.994208532636079,3.7813669587640053,2.2070501057016725,1.0,0.7485521331590197,0.8847747090963993,0.6123295570820738,1.0,1.503750068314548,1.7075001364203446,1.3,-3.3743048187958102,-2.9974415667184404,-3.751168071259294,0.37686372231076604,0.7537269743881359,4.698472825248601e-7,-3.6214784142031746,-3.244615162125805,-3.9983416666666582,0.37686372231076604,0.7537269743881359,4.698472825248601e-7,-3.244615161739712,-2.867751909662342,-3.6214784142031955,-3.2446151617397034,-2.8677519096623336,-3.621478414203187
1.0,0.3083989470342277,0.4717978939987673,0.145,1.0,1.2959091457202332,2.091818291101019,0.5,1.0,1.5027648905176554,2.40552978065029,0.6000000000000001,1.0,0.6916583959435825,1.0833167917201267,0.30000000000000004,1.0,0.7518898090745166,0.9367796180701795,0.5670000000000001,1.0,4.02070081084442,5.968401620858164,2.073,1.0,4.295408539959513,6.191812079110227,2.3990050000000003,1.0,3.28297349445161,5.173946988096738,1.3920000000000001,1.0,0.8772445188837288,1.204489037627891,0.55,1.0,1.7894643384255107,2.27892867664227,1.3,0.07553515230435665,0.6401644039184768,-0.48909409955057254,0.5150500877352805,1.0796793393494006,-0.04957916411964869,-3.4337124148117226,-2.8690831631976024,-3.9983416666666516,-3.433712414811737,-2.8690831631976166,-3.998341666666666,0.5646297235539137,1.129258975168034,4.716989845388042e-7,3.9983426100646255,4.562971861678745,3.4337133582096966
1.0,0.26900170399556467,0.3723519661783974,0.16565144146429162,1.0,1.199602192414092,1.7030168127461913,0.6961875703847556,1.0,1.3450085174895576,1.916009676419376,0.7740073566346374,1.0,0.6107065708667498,0.8584315326340858,0.36298160826422166,1.0,0.6839432891339596,0.8008865778736507,0.5670000000000001,1.0,3.4534002470903133,4.685326113860561,2.221474376166688,1.0,3.6351581584670662,4.834638366979135,2.43567794591101,1.0,2.908126526773654,4.104172217272647,1.712080832242252,1.0,0.7569830164295303,0.9639660321612276,0.55,1.0,1.609587477729437,1.919174954415115,1.3,-3.688515323247856,-3.3786889808736107,-3.9983416666666654,-3.688515323247856,-3.3786889808736107,-3.9983416666666654,-3.688515323247863,-3.378688980873618,-3.9983416666666725,-3.6885153232478487,-3.3786889808736036,-3.9983416666666582,-3.688515323247863,-3.378688980873618,-3.9983416666666725,-3.688515323247856,-3.3786889808736107,-3.9983416666666654
1.0,0.2894483550112593,0.43389671009220687,0.145,1.0,1.2351110198358937,1.9387126585238539,0.5315093814873809,1.0,1.3980645271225594,2.196129054630139,0.6000000000000001,1.0,0.6462348567555224,0.9924697136780833,0.30000000000000004,1.0,0.7304467618298994,0.8938935237386526,0.5670000000000001,1.0,3.794811451585664,5.516622904002004,2.073,1.0,4.075468506997382,5.751932014803561,2.3990050000000003,1.0,3.063663224281431,4.735326449369344,1.3920000000000001,1.0,0.839291536433854,1.1285830730072743,0.55,1.0,1.732697516143902,2.1653950324965563,1.3,0.4661482658477709,0.9322960461231031,4.857973284200234e-7,-2.219664363482185,-1.7535165832068529,-2.6858121435326274,0.4661482658477567,0.9322960461230889,4.857973142091687e-7,-3.0660461065657927,-2.5998983262904605,-3.532193886616235,0.4661482658477709,0.9322960461231031,4.857973284200234e-7,0.4661482658477709,0.9322960461231031,4.857973284200234e-7
