gen55 state,gen55 power,gen55 upperbound,gen55 lowerbound,gen58 state,gen58 power,gen58 upperbound,gen58 lowerbound,gen52 state,gen52 power,gen52 upperbound,gen52 lowerbound,gen26 state,gen26 power,gen26 upperbound,gen26 lowerbound,gen45 state,gen45 power,gen45 upperbound,gen45 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen34 state,gen34 power,gen34 upperbound,gen34 lowerbound,gen27 state,gen27 power,gen27 upperbound,gen27 lowerbound,gen41 state,gen41 power,gen41 upperbound,gen41 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1.0,0.23572753935680746,0.3264550796823787,0.145,1.0,0.9126683611866482,1.3253367267796556,0.5,1.0,1.0732506059113107,1.546501216875861,0.6000000000000001,1.0,0.5174722127288446,0.7349444277797977,0.30000000000000004,1.0,0.6634308948091227,0.7598617906479077,0.5670000000000001,1.0,3.1525112684767014,4.232022548480129,2.073,1.0,3.4463842797142297,4.493763570612087,2.3990050000000003,1.0,2.4366527334744417,3.4813054781033985,1.3920000000000001,1.0,0.7287088498416422,0.9074177015914883,0.55,1.0,1.5568955325793195,1.8137910679016989,1.3,1.0,1.125924791482478,1.6018495880467503,0.65,3.9983416666666667,4.546223357528589,3.450459981654874,3.9983416666666667,4.546223357528589,3.450459981654874,3.9983416666666667,4.546223357528589,3.450459981654874,3.9983416666666667,4.546223357528589,3.450459981654874,3.9983416666666667,4.546223357528589,3.450459981654874,3.9983416666666667,4.546223357528589,3.450459981654874
1.0,0.26554022717529235,0.3055922448429982,0.2254882104763501,1.0,1.1841658768781216,1.366339896038388,1.0019918621242145,1.0,1.3277011334202151,1.53661941516341,1.11878285673026,1.0,0.6028480829551713,0.6988520192263385,0.5068441490061123,1.0,0.6095697846163303,0.6521395702623229,0.5670000000000001,1.0,3.4089623690810984,3.8855167284744265,2.9324080212144934,1.0,3.588381444726379,4.050751015347339,3.126011885289046,1.0,2.870705155781103,3.3318710821839788,2.40953924053274,1.0,0.7176762889452758,0.7965679910896896,0.6387845887090656,1.0,1.4353525778905523,1.548760088802503,1.321945069721661,1.0,1.79419072236319,2.0042895335079582,1.5840919163002152,0.2418646904069348,0.4837291461545159,2.4050948307929865e-7,0.24186469040752456,0.4837291461556925,2.405094859658785e-7,-3.75647721676863,-3.5146127610204623,-3.9983416666666685,-3.0909512639573817,-2.849086808209214,-3.33281571385542,0.2418646904069348,0.4837291461545159,2.4050948307929865e-7,0.24186469040752456,0.4837291461556925,2.405094859658785e-7
1.0,0.26554022717529235,0.28625129326383264,0.24482916118362846,1.0,1.1841658768781216,1.2783688251976388,1.0899629289992407,1.0,1.3277011334202151,1.4357336519361656,1.2196686154095897,1.0,0.6028480829551713,0.6524921205007598,0.5532040456417942,1.0,0.6028480829551713,0.6248610974106215,0.5808350686026877,1.0,3.4089623690810984,3.6553906243081857,3.162534115006685,1.0,3.588381444726379,3.827474686268166,3.3492882043029564,1.0,2.870705155781103,3.1091759878564145,2.6322343248212445,1.0,0.7176762889452758,0.7584715185515944,0.6768810595297777,1.0,1.4353525778905523,1.4939960767754563,1.3767090792799543,1.0,1.79419072236319,1.902833697577185,1.685547747657375,1.6696232387275307,1.7946923618121373,1.544554116227938,0.09867999644583562,0.2237491195304423,-0.026389126053757248,0.09867999644583562,0.2237491195304423,-0.026389126053757248,0.09867999644583562,0.2237491195304423,-0.026389126053757248,0.09867999644583562,0.2237491195304423,-0.026389126053757248,0.09867999644583562,0.2237491195304423,-0.026389126053757248
1.0,0.26554022717529235,0.27774712638980104,0.25333332805765996,1.0,1.1841658768781216,1.2396881706572036,1.1286435835396755,1.0,1.3277011334202151,1.3913744402300188,1.2640278271157352,1.0,0.6028480829551713,0.6321077917663751,0.5735883743761785,1.0,0.6028480829551713,0.6158223377673795,0.5898738282459296,1.0,3.4089623690810984,3.5542047656967273,3.2637199736181413,1.0,3.588381444726379,3.7293006562191024,3.447462234352019,1.0,2.870705155781103,3.0112575252389964,2.730152787438661,1.0,0.7176762889452758,0.7417205971478659,0.693631980933506,1.0,1.4353525778905523,1.4699164809467196,1.4007886751086909,1.0,1.7941907223631905,1.8582238263633466,1.7301576188712144,0.10000048157819208,0.17371499602250257,0.026285967718894507,0.10000048157818497,0.17371499602249546,0.0262859677188874,-1.523656803605118,-1.4499422891608074,-1.5973713174644155,3.269357369657606,3.3430718841019167,3.1956428557983085,-2.740861180686278,-2.6671466662419676,-2.8145756945455758,-3.924627152807375,-3.8509126383630643,-3.9983416666666725
1.0,0.26554022717529235,0.30677292100810216,0.22430753334248243,1.0,1.1841658768781216,1.371710125426286,0.9966216283299572,1.0,1.3277011334202151,1.542778027140343,1.1126242397000867,1.0,0.6028480829551713,0.7016820778828574,0.5040140880274853,1.0,0.6108246820080889,0.6546493640161777,0.5670000000000001,1.0,3.4089623690810984,3.899564869024555,2.918359869137642,1.0,3.588381444726379,4.064381008623351,3.1123818808294064,1.0,2.870705155781103,3.345465593750897,2.3959447178113096,1.0,0.7176762889452758,0.7988936055723154,0.6364589723182362,1.0,1.4353525778905523,1.5521031799343508,1.3186019758467533,1.0,1.7941907223631905,2.0104829458022744,1.5778984989241063,0.24899474319719417,0.4979890169849156,4.6940947276419287e-7,0.24899474319719417,0.4979890169849156,4.6940947276419287e-7,0.24899474319718706,0.4979890169849085,4.694094656587655e-7,0.24899474319719417,0.4979890169849156,4.6940947276419287e-7,-1.4122935603566238,-1.1632992865689025,-1.661287834144345,0.24899474319718706,0.4979890169849085,4.694094656587655e-7
1.0,0.26554022717529235,0.34802687542520894,0.18305357892537563,1.0,1.1841658768781216,1.5593510763708989,0.8089806773853442,1.0,1.3277011334202151,1.757965819761421,0.8974364470790087,1.0,0.6028480829551713,0.8005670340329434,0.40512913187739924,1.0,0.6546719610929026,0.7423439221858051,0.5670000000000001,1.0,3.4089623690810984,4.390420335602901,2.427504402559296,1.0,3.588381444726379,4.540626009524623,2.6361368799281344,1.0,2.870705155781103,3.8204708298013883,1.9209394817608172,1.0,0.7176762889452758,0.8801527998320295,0.5551997780585218,1.0,1.5335614035503475,1.7671228071006948,1.3,1.0,1.7941907223631905,2.2268866947960033,1.3614947499303782,0.07903732891645632,0.5771542640226479,-0.4190796061897353,-3.500224731560472,-3.0021077964542804,-3.9983416666666636,0.07903732891645347,0.577154264022645,-0.4190796061897381,-2.4184062672748556,-1.920289332168664,-2.9165232023810472,-3.002107796454279,-2.5039908613480875,-3.5002247315604706,-3.500224731560472,-3.0021077964542804,-3.9983416666666636
1.0,0.26554022717529235,0.3377707211609944,0.1933097332864665,1.0,1.1841658768781216,1.5127016201826735,0.8556301340142054,1.0,1.3277011334202151,1.7044679374836822,0.9509343298620714,1.0,0.6028480829551713,0.7759832243348159,0.4297129418077372,1.0,0.6437710797359095,0.7205421595747851,0.5670000000000001,1.0,3.4089623690810984,4.2683886550575565,2.549536084257311,1.0,3.588381444726379,4.422226639917063,2.7545362506540565,1.0,2.870705155781103,3.7023796783935286,2.0390306342841273,1.0,0.7176762889452758,0.8599509344959924,0.5754016435853793,1.0,1.5045210454023508,1.7090420910790072,1.3,1.0,1.7941907223631905,2.1730865133493076,1.4152949318852523,-2.1723457037272036,-1.7990164271975668,-2.5456749797561278,-3.6250123906377425,-3.2516831141081055,-3.9983416666666667,-2.4747789089356553,-2.1014496324060183,-2.8481081849645795,-3.6250123906377425,-3.2516831141081055,-3.9983416666666667,0.3733297458753384,0.7466590224049752,4.698464143304548e-7,-3.2516831146088174,-2.8783538380791804,-3.6250123906377416
1.0,0.3219579369164504,0.498915873929777,0.145,1.0,1.304881762957265,2.1097635263551657,0.5,1.0,1.5230433389929914,2.446086678491306,0.6000000000000001,1.0,0.7241648607905763,1.148329721813363,0.30000000000000004,1.0,0.7550819464674393,0.9431638930378449,0.5670000000000001,1.0,4.1785138087282885,6.284027618609249,2.073,1.0,4.441847535146537,6.484690071411436,2.3990050000000003,1.0,3.4295245908826386,5.467049182880729,1.3920000000000001,1.0,0.8985595399244772,1.2471190800397745,0.55,1.0,1.8010573831337815,2.3021147665418686,1.3,1.0,1.794190722363189,2.7224498801810495,0.8659315650535069,-3.4304675564129425,-2.8625934458483275,-3.998341666666673,-0.5736589814456918,-0.005784870881076598,-1.1415330916994222,0.5678745817693951,1.1357486923340103,4.715156647350227e-7,0.5678745817694022,1.1357486923340174,4.7151567184045007e-7,0.5678745817693951,1.1357486923340103,4.715156647350227e-7,-0.3652871880696589,0.20258692249495636,-0.9331612983233892
1.0,0.25710008415491403,0.3692001683098278,0.145,1.0,1.125675538960671,1.6355555417144618,0.6157955362068791,1.0,1.2621210576356776,1.8468545699200194,0.677387545351335,1.0,0.5730711836428087,0.8417729859961605,0.30436938128945684,1.0,0.6861469701467794,0.8052939402935587,0.5670000000000001,1.0,3.406810052607101,4.740620105214201,2.073,1.0,3.693113781417853,4.987222562835703,2.3990050000000003,1.0,2.7289103972075237,4.019650344144694,1.4381704502703514,1.0,0.7708070145900285,0.9916140291800568,0.55,1.0,1.6174120121114293,1.9348240242228585,1.3,1.0,1.705568998254703,2.2936066498301457,1.11753134667926,-3.688220926545391,-3.3781001864241142,-3.9983416666666676,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545398,-3.3781001864241214,-3.9983416666666747,-3.688220926545384,-3.378100186424107,-3.9983416666666605,-3.688220926545384,-3.378100186424107,-3.9983416666666605
1.0,0.30115083825443417,0.45730167660574467,0.145,1.0,1.210242016671025,1.920484033782686,0.5,1.0,1.414509897891607,2.229019796288538,0.6000000000000001,1.0,0.6742906349648262,1.0485812701618633,0.30000000000000004,1.0,0.7329668625956164,0.8989337252941991,0.5670000000000001,1.0,3.9309429208899473,5.788885842932567,2.073,1.0,4.201645671808663,6.004286344735689,2.3990050000000003,1.0,3.189948022984497,4.987896047084445,1.3920000000000001,1.0,0.8575751519779801,1.1651503041467806,0.55,1.0,1.7421419674826675,2.184283935239641,1.3,1.0,1.7941907223631897,2.613303151830676,0.9750782934038821,0.16376248731070236,0.6292553159334748,-0.3017303410232771,-3.0673560099987096,-2.601863181375937,-3.532848838332689,-3.0673560099987096,-2.601863181375937,-3.532848838332689,0.46549331436662555,0.9309861429893981,4.860326460742748e-7,0.46549331436662555,0.9309861429893981,4.860326460742748e-7,0.46549331436662555,0.9309861429893981,4.860326460742748e-7
