gen39 state,gen39 power,gen39 upperbound,gen39 lowerbound,gen55 state,gen55 power,gen55 upperbound,gen55 lowerbound,gen58 state,gen58 power,gen58 upperbound,gen58 lowerbound,gen52 state,gen52 power,gen52 upperbound,gen52 lowerbound,gen26 state,gen26 power,gen26 upperbound,gen26 lowerbound,gen17 state,gen17 power,gen17 upperbound,gen17 lowerbound,gen45 state,gen45 power,gen45 upperbound,gen45 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen47 state,gen47 power,gen47 upperbound,gen47 lowerbound,gen9 state,gen9 power,gen9 upperbound,gen9 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen34 state,gen34 power,gen34 upperbound,gen34 lowerbound,gen27 state,gen27 power,gen27 upperbound,gen27 lowerbound,gen41 state,gen41 power,gen41 upperbound,gen41 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1.0,1.4283118607585303,2.0797103561089854,0.7769133725926877,1.0,0.2562603264906846,0.3675206542085171,0.145,1.0,0.965992372754968,1.431984750649608,0.5,1.0,1.138130434658849,1.6762608752530181,0.6000000000000001,1.0,0.5495854445833653,0.799170891919538,0.30000000000000004,1.0,0.3999273207724321,0.5676121196198954,0.23224252377445134,1.0,0.7305413504054934,0.8940827026147692,0.5670000000000001,1.0,3.515548367764018,4.958096751438651,2.073,1.0,3.8560857243090676,5.3131664646890355,2.3990050000000003,1.0,2.966127621587562,3.6557486991526087,2.276506551628705,1.0,0.3252759420260127,0.4825518857867034,0.168,1.0,2.576288324696181,3.7605766624544925,1.3920000000000001,1.0,0.8090081285344406,1.0680162599256164,0.55,1.0,1.716713222489905,2.1334264495759565,1.3,1.0,1.2585081090292154,1.867016224769983,0.65,3.9983416666666667,4.282172324031206,3.7145110124326433,3.9983416666666667,4.282172324031206,3.7145110124326433,3.9983416666666667,4.282172324031206,3.7145110124326433,3.9983416666666667,4.282172324031206,3.7145110124326433,3.9983416666666667,4.282172324031206,3.7145110124326433,3.9983416666666667,4.282172324031206,3.7145110124326433
1.0,2.233977104316694,2.5268179164945215,1.9411362915862045,1.0,0.27552384286572557,0.3255417120573521,0.22550597357970326,1.0,1.2286874062683626,1.4381775837639785,1.0191972283773885,1.0,1.3776192117800325,1.619539566840765,1.1356988562627377,1.0,0.6255135888333662,0.7377164963122502,0.5133106811427282,1.0,0.6255135888333662,0.700897479086211,0.5501296984382538,1.0,0.6405211745772328,0.7140423490157134,0.5670000000000001,1.0,3.5371304080938373,4.18563826203633,2.8886225529274525,1.0,3.7232951701378623,4.378336148075612,3.068254190963892,1.0,4.639225772156617,4.949249817177549,4.329201726550594,1.0,0.5063681415183711,0.5770726571653352,0.4356636257379705,1.0,2.978636136110289,3.5110413552769226,2.4462309159388784,1.0,0.7446590340275723,0.8610979759327834,0.6282200919026129,1.0,1.4893180680551437,1.676654453902136,1.3019816818546024,1.0,1.8616475850689307,2.135206722988732,1.5880884466328573,0.12759832520610104,0.2551964096611186,2.405102751124044e-7,0.12759832520725212,0.25519640966344637,2.405102494940081e-7,0.12759832520725212,0.25519640966344637,2.405102494940081e-7,0.321148189837277,0.4487462742922946,0.19355010514145107,0.12759832520725212,0.25519640966344637,2.405102494940081e-7,-3.743145497275025,-3.6155474128200074,-3.8707435819708507
1.0,2.233977104316694,2.388855134434267,2.07909907419912,1.0,0.27552384286572557,0.3019773586631527,0.24907032706829835,1.0,1.2286874062683626,1.3394828441658613,1.1178919683708632,1.0,1.3776192117800325,1.5055663642226964,1.249672059337368,1.0,0.6255135888333662,0.6848556086650869,0.5661715690016452,1.0,0.6255135888333662,0.6653827188843717,0.5856444587823604,1.0,0.6255135888333662,0.6643975633186155,0.5866296143481167,1.0,3.5371304080938373,3.880114086452836,3.194146729734837,1.0,3.7232951701378623,4.069734095623702,3.3768562446520214,1.0,4.639225772156617,4.8031916928383485,4.475259851474884,1.0,0.5063681415183711,0.543762437833767,0.4689738452029749,1.0,2.978636136110289,3.260215301786043,2.6970569704345344,1.0,0.7446590340275723,0.8062414132633686,0.6830766547917757,1.0,1.4893180680551437,1.588396779774153,1.3902393563361333,1.0,1.8616475850689307,2.006327898193974,1.7169672719438864,3.9983426063121605,4.0658268473924934,3.9308583652318276,1.6213882194146367,1.6888724604949692,1.5539039783343038,0.10000048157319341,0.16748472265352587,0.032516240492860574,-1.193008409717128,-1.1255241686367956,-1.260492650797461,0.010264563981079888,0.07774880506141235,-0.05721967709925295,0.10000048157320052,0.16748472265353298,0.03251624049286768
1.0,2.233977104316694,2.3232279970347745,2.1447262110459504,1.0,0.27552384286572557,0.29076809602842346,0.26027958960863173,1.0,1.2286874062683626,1.292535014182382,1.1648397979589844,1.0,1.3776192117800325,1.451350764070408,1.3038876590330941,1.0,0.6255135888333662,0.6597103580049171,0.5913168194500609,1.0,0.6255135888333662,0.6484888000124098,0.6025383775120546,1.0,0.6255135888333662,0.647921088674377,0.6031060888536028,1.0,3.5371304080938373,3.7347801293489016,3.339480685614879,1.0,3.7232951701378623,3.9229360317141078,3.523654307325395,1.0,4.639225772156617,4.733713704273764,4.5447378394543785,1.0,0.5063681415183711,0.5279171909618586,0.4848190919414468,1.0,2.978636136110289,3.140900544356543,2.8163717268592565,1.0,0.7446590340275723,0.7801468454255209,0.7091712224098748,1.0,1.4893180680551437,1.5464137288378004,1.4322224069189373,1.0,1.8616475850689307,1.945021883510996,1.7782732861105925,3.9983426063198735,4.0372314581231254,3.9594537542758133,-3.959452814622601,-3.9205639628193496,-3.9983416666666614,1.4767542993351492,1.515643151138401,1.4378654472910888,-0.4632078490944589,-0.42431899729120726,-0.5020967011385193,0.10000048157714758,0.13888933338039924,0.061111629533087186,-3.9594528146226082,-3.9205639628193567,-3.9983416666666685
1.0,2.233977104316694,2.532511443647127,1.9354427644335983,1.0,0.27552384286572557,0.32651417929728394,0.2245335063397713,1.0,1.2286874062683626,1.4422505748368588,1.0151242373045077,1.0,1.3776192117800325,1.6242430782812047,1.1309953448222974,1.0,0.6255135888333662,0.739897989716743,0.511129187738235,1.0,0.6255135888333662,0.7023631225627184,0.5486640549617462,1.0,0.6419506023944962,0.7169012046502399,0.5670000000000001,1.0,3.5371304080938373,4.198246808801517,2.876014006162265,1.0,3.7232951701378623,4.391071714427248,3.0555186246122554,1.0,4.639225772156617,4.955277427554532,4.32317411617361,1.0,0.5063681415183711,0.5784473223858486,0.43428896051745686,1.0,2.978636136110289,3.5213925885936543,2.4358796826221463,1.0,0.7446590340275723,0.8633618279977591,0.6259562398376369,1.0,1.4909786544744157,1.6819573085952817,1.3,1.0,1.8616475850689307,2.1405253681871477,1.5827698014344411,3.998342605578028,4.128421502570964,3.868263708344283,0.838906313683907,0.9689852106768432,0.7088274164501621,0.13007936668942932,0.2601582636823655,4.694556844375697e-7,0.13007936668942932,0.2601582636823655,4.694556844375697e-7,0.13007936668942222,0.2601582636823584,4.6945567733214233e-7,-3.868262769432924,-3.738183872439988,-3.998341666666669
1.0,2.233977104316694,2.839156224163511,1.6287979817065625,1.0,0.27552384286572557,0.3788897973202583,0.1721578879392126,1.0,1.2286874062683626,1.66161572759935,0.7957590829605774,1.0,1.3776192117800325,1.8775671065419781,0.8776713147352704,1.0,0.6255135888333662,0.8573899324595776,0.39363724414838214,1.0,0.6255135888333662,0.7813004684508915,0.46972670850450093,1.0,0.7189374280826927,0.8708748554716226,0.5670000000000001,1.0,3.5371304080938373,4.877324110412701,2.1969366996555024,1.0,3.7526999353265844,5.106394864472051,2.3990050000000003,1.0,4.639225772156617,5.279915426381401,3.998536115006373,1.0,0.5063681415183711,0.6524847166986146,0.3602515656709433,1.0,2.978636136110289,4.078894394311875,1.8783778728848044,1.0,0.7906304509805033,1.0312609008622617,0.55,1.0,1.687145728686855,2.0742914556059606,1.3,1.0,1.8616475850689307,2.426979572373445,1.2963155951830498,-3.73464994889364,-3.4709582323246546,-3.998341666666671,0.2636921915099677,0.5273839080789534,4.737369368457145e-7,-3.4709582311206058,-3.20726651455162,-3.7346499488936367,-0.06700722380332169,0.19668449276566402,-0.33069894157635255,-3.4709582311205986,-3.207266514551613,-3.7346499488936296,0.2636921915099677,0.5273839080789534,4.737369368457145e-7
1.0,2.233977104316694,2.7733977061826334,1.6945565018980928,1.0,0.27552384286572557,0.36765809458681065,0.18338959105024472,1.0,1.2286874062683626,1.6145739115996827,0.8428009005416846,1.0,1.3776192117800325,1.823242970845547,0.9319954522579559,1.0,0.6255135888333662,0.8321943429033087,0.4188328345516694,1.0,0.6255135888333662,0.7643727292269954,0.4866544482974692,1.0,0.702427968223382,0.8378559363080116,0.5670000000000001,1.0,3.5371304080938373,4.731699205683501,2.342561609280282,1.0,3.7232951701378623,4.929898156717025,2.5166921823224806,1.0,4.639225772156617,5.210298348121717,4.068153195606427,1.0,0.5063681415183711,0.636607748837056,0.3761285340662497,1.0,2.978636136110289,3.9593407777332468,1.9979314934825547,1.0,0.7644836429061405,0.9789672855925325,0.55,1.0,1.645078629433466,1.9901572585133833,1.3,1.0,1.8616475850689307,2.365550827670986,1.3577443419506041,0.23503955156650136,0.47007863304490616,4.698472881869975e-7,-3.7633025849474535,-3.5282635034690486,-3.9983416666666667,-3.7633025849474464,-3.5282635034690415,-3.9983416666666596,-3.5282635032282483,-3.2932244217498434,-3.7633025849474615,0.23503955156650136,0.47007863304490616,4.698472881869975e-7,-1.845333445825367,-1.610294364346962,-2.08037252754458
1.0,2.233977104316694,3.529815433929926,0.9381387741507989,1.0,0.36633210056928267,0.5876642010441693,0.145,1.0,1.427006723459118,2.3540134465228766,0.5,1.0,1.670512223360017,2.741024446263471,0.6000000000000001,1.0,0.7965046613069185,1.2930093224020829,0.30000000000000004,1.0,0.6255135888333662,0.9590918687818387,0.29193530874262574,1.0,0.8923356497944088,1.2176712994500654,0.5670000000000001,1.0,4.942686531404638,7.812373061585383,2.073,1.0,5.297601000770675,8.196197000305126,2.3990050000000003,1.0,4.639225772156617,6.01110094779267,3.267350595935471,1.0,0.5063681415183712,0.8192399054323339,0.1934963774709717,1.0,3.747925340616621,6.103850680228462,1.3920000000000001,1.0,1.0652493702042685,1.580498740188788,0.55,1.0,2.1289748536411834,2.957949706928817,1.3,1.0,1.8616475850689307,3.072163338307477,0.6511318313141115,-1.6559908528903904,-1.0913616012762701,-2.2206201047453193,0.07553515230436361,0.6401644039184838,-0.4890940995505656,0.07553515230436378,0.6401644039184841,-0.4890940995505654,0.07553515230436378,0.6401644039184841,-0.4890940995505654,0.07553515230436378,0.6401644039184841,-0.4890940995505654,-3.433712414811737,-2.8690831631976166,-3.998341666666666
1.0,2.145061160509063,2.964682300057506,1.3254400181973078,1.0,0.28499313407840904,0.42498626768483816,0.145,1.0,1.1797836372181791,1.7661178190087126,0.5934494534508493,1.0,1.322787713200098,1.999889499731252,0.6456859243861289,1.0,0.6140405004159664,0.9280809997731607,0.30000000000000004,1.0,0.6006171245821673,0.8116062608747947,0.3896279875782007,1.0,0.7727756517243117,0.9785513027548609,0.5670000000000001,1.0,3.888084257189256,5.703168508259045,2.073,1.0,4.232374572381611,6.065744138582105,2.3990050000000003,1.0,4.454576996092207,5.322291640023636,3.5868623492353224,1.0,0.4862138610066227,0.6841060716408243,0.28832164970523744,1.0,2.882128956619303,4.372257908214711,1.3920000000000001,1.0,0.8758965779536483,1.2017931548085523,0.55,1.0,1.8243287690078773,2.348657536248006,1.3,1.0,1.7875509653033346,2.5532053516856617,1.0218965763396417,-3.688515323247856,-3.3786889808736107,-3.9983416666666654,-3.688515323247856,-3.3786889808736107,-3.9983416666666654,-3.688515323247863,-3.378688980873618,-3.9983416666666725,-3.688515323247856,-3.3786889808736107,-3.9983416666666654,-3.688515323247863,-3.378688980873618,-3.9983416666666725,-3.688515323247856,-3.3786889808736107,-3.9983416666666654
1.0,2.233977104316694,3.379527419301868,1.0884267898841828,1.0,0.3406625695496216,0.5363251391936392,0.145,1.0,1.3194948542722105,2.1389897089397807,0.5,1.0,1.546356953275891,2.4927139070083446,0.6000000000000001,1.0,0.7389213203814811,1.1778426409747165,0.30000000000000004,1.0,0.6255135888333662,0.9204043131888028,0.33062286462019735,1.0,0.8546040531000334,1.1422081063388192,0.5670000000000001,1.0,4.609867626035165,7.146735253294224,2.073,1.0,4.961429249073241,7.523853499382705,2.3990050000000003,1.0,4.639225772156617,5.851994374270186,3.4264571706281393,1.0,0.5063681415183711,0.7829538386003376,0.22978244456984137,1.0,3.4746911443323194,5.557382289669419,1.3920000000000001,1.0,1.0054920658760642,1.4609841319718775,0.55,1.0,2.032832470022498,2.765664940398546,1.3,1.0,1.8616475850689307,2.931770817826539,0.7915243528275959,-3.1506079611185314,-2.684460180843199,-3.6167557411689737,-3.53219388661622,-3.0660461063408877,-3.9983416666666622,0.08072065063216413,0.5468684309074963,-0.3854271294182784,0.08072065063216413,0.5468684309074963,-0.3854271294182784,-3.53219388661622,-3.0660461063408877,-3.9983416666666622,3.998342638261299,4.464490418536631,3.5321948582108567
